obs_id,train_id,age,sex,length,diameter,height,total_weight,shucked_weight,viscera_weight,sheel_weight
id_003181,train,8.5,F,0.37,0.295,0.1,0.2685,0.1165,0.056,0.0835
id_003182,test,NA,M,0.5,0.385,0.135,0.551,0.2245,0.0715,0.206
id_003183,train,11.5,M,0.645,0.505,0.165,1.307,0.4335,0.262,0.52
id_003184,valid,12.5,M,0.565,0.44,0.115,0.9185,0.404,0.1785,0.29
id_003185,train,14.5,F,0.67,0.545,0.175,1.707,0.6995,0.387,0.575
id_003186,train,12.5,F,0.59,0.415,0.15,0.8805,0.3645,0.234,0.235
id_003187,train,7.5,F,0.47,0.36,0.11,0.4965,0.237,0.127,0.13
id_003188,train,9.5,F,0.51,0.385,0.135,0.632,0.282,0.145,0.17
id_003189,train,17.5,M,0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665
id_003190,train,8.5,M,0.55,0.405,0.15,0.9235,0.412,0.2135,0.24
id_003191,train,6.5,I,0.2,0.145,0.025,0.0345,0.011,0.0075,0.01
id_003192,valid,14.5,M,0.65,0.515,0.18,1.3315,0.5665,0.347,0.405
id_003193,train,15.5,F,0.525,0.405,0.115,0.72,0.3105,0.1915,0.2
id_003194,train,21.5,M,0.565,0.435,0.185,1.032,0.354,0.2045,0.31
id_003195,test,NA,F,0.61,0.47,0.16,1.017,0.426,0.2255,0.32
id_003196,test,NA,F,0.545,0.405,0.175,0.98,0.2585,0.207,0.38
id_003197,valid,6.5,I,0.325,0.245,0.075,0.1495,0.0605,0.033,0.045
id_003198,train,8.5,I,0.31,0.235,0.075,0.1515,0.056,0.0315,0.05
id_003199,train,12.5,M,0.45,0.335,0.14,0.478,0.1865,0.115,0.16
id_003200,train,10.5,F,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18
id_003201,train,11.5,F,0.505,0.405,0.16,0.6835,0.271,0.145,0.215
id_003202,train,7.5,F,0.385,0.3,0.1,0.2725,0.1115,0.057,0.08
id_003203,train,18.5,F,0.62,0.485,0.22,1.511,0.5095,0.284,0.51
id_003204,test,NA,F,0.635,0.505,0.185,1.3035,0.501,0.295,0.41
id_003205,test,NA,F,0.665,0.53,0.185,1.3955,0.456,0.3205,0.49
id_003206,train,10.5,M,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07
id_003207,valid,9.5,I,0.295,0.215,0.075,0.116,0.037,0.0295,0.04
id_003208,test,NA,I,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175
id_003209,train,10.5,I,0.32,0.25,0.08,0.1565,0.057,0.034,0.06
id_003210,test,NA,I,0.43,0.34,0.125,0.384,0.1375,0.061,0.146
id_003211,train,13.5,M,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265
id_003212,test,NA,F,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335
id_003213,test,NA,F,0.585,0.46,0.17,1.0835,0.3745,0.326,0.325
id_003214,test,NA,F,0.555,0.42,0.14,0.868,0.33,0.243,0.21
id_003215,train,15.5,F,0.57,0.495,0.16,1.0915,0.452,0.275,0.315
id_003216,test,NA,F,0.62,0.485,0.175,1.271,0.531,0.3075,0.37
id_003217,valid,17.5,M,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545
id_003218,valid,11.5,M,0.425,0.34,0.12,0.388,0.149,0.087,0.125
id_003219,train,15.5,F,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365
id_003220,valid,17.5,M,0.675,0.525,0.175,1.402,0.483,0.3205,0.465
id_003221,train,12.5,M,0.5,0.4,0.145,0.6025,0.216,0.138,0.21
id_003222,valid,10.5,M,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1
id_003223,train,19.5,M,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355
id_003224,train,9.5,M,0.52,0.415,0.175,0.753,0.258,0.171,0.255
id_003225,valid,17.5,M,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47
id_003226,test,NA,I,0.44,0.35,0.12,0.375,0.1425,0.0965,0.115
id_003227,test,NA,F,0.42,0.32,0.13,0.4135,0.1645,0.106,0.119
id_003228,test,NA,F,0.45,0.35,0.135,0.56,0.231,0.137,0.145
id_003229,train,10.5,I,0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115
id_003230,train,13.5,F,0.64,0.505,0.19,1.2765,0.4835,0.328,0.4
id_003231,train,12.5,M,0.57,0.455,0.15,0.96,0.387,0.2385,0.275
id_003232,train,13.5,M,0.41,0.325,0.12,0.3745,0.158,0.081,0.125
id_003233,train,14.5,M,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265
id_003234,train,13.5,F,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365
id_003235,test,NA,F,0.59,0.485,0.205,1.2315,0.4525,0.238,0.42
id_003236,valid,15.5,M,0.665,0.535,0.155,1.383,0.596,0.2565,0.485
id_003237,valid,9.5,I,0.345,0.285,0.1,0.2225,0.0865,0.058,0.075
id_003238,test,NA,M,0.635,0.51,0.155,1.156,0.428,0.289,0.315
id_003239,valid,15.5,M,0.695,0.53,0.15,1.477,0.6375,0.3025,0.43
id_003240,valid,16.5,F,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47
id_003241,test,NA,M,0.555,0.435,0.135,0.858,0.377,0.1585,0.29
id_003242,train,15.5,M,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395
id_003243,train,16.5,M,0.635,0.48,0.19,1.467,0.5825,0.303,0.42
id_003244,valid,15.5,F,0.655,0.51,0.16,1.092,0.396,0.2825,0.37
id_003245,train,20.5,F,0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515
id_003246,train,14.5,F,0.695,0.55,0.16,1.6365,0.694,0.3005,0.44
id_003247,train,14.5,M,0.55,0.435,0.16,0.906,0.342,0.219,0.295
id_003248,train,16.5,F,0.61,0.495,0.19,1.213,0.464,0.306,0.365
id_003249,valid,12.5,M,0.595,0.5,0.165,1.06,0.402,0.28,0.275
id_003250,test,NA,M,0.3,0.24,0.09,0.161,0.0725,0.039,0.05
id_003251,train,10.5,F,0.435,0.35,0.125,0.459,0.197,0.1145,0.145
id_003252,valid,9.5,I,0.455,0.375,0.125,0.533,0.233,0.106,0.185
id_003253,train,13.5,M,0.48,0.38,0.13,0.6175,0.3,0.142,0.175
id_003254,train,7.5,I,0.43,0.35,0.105,0.366,0.1705,0.0855,0.11
id_003255,train,8.5,F,0.435,0.35,0.105,0.4195,0.194,0.1005,0.13
id_003256,train,6.5,I,0.3,0.23,0.075,0.15,0.0605,0.042,0.045
id_003257,train,13.5,F,0.575,0.48,0.15,0.8745,0.375,0.193,0.29
id_003258,valid,10.5,M,0.505,0.385,0.11,0.655,0.3185,0.15,0.185
id_003259,train,8.5,M,0.455,0.375,0.125,0.484,0.2155,0.102,0.165
id_003260,valid,19.5,M,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39
id_003261,train,14.5,F,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29
id_003262,train,13.5,F,0.645,0.52,0.19,1.3105,0.58,0.288,0.37
id_003263,valid,15.5,F,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33
id_003264,valid,18.5,M,0.565,0.45,0.115,0.9085,0.398,0.197,0.29
id_003265,train,13.5,F,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285
id_003266,test,NA,M,0.48,0.38,0.135,0.528,0.2,0.1395,0.16
id_003267,test,NA,F,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185
id_003268,train,11.5,F,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12
id_003269,test,NA,M,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115
id_003270,test,NA,F,0.595,0.465,0.145,1.107,0.402,0.2415,0.31
id_003271,train,14.5,F,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24
id_003272,test,NA,M,0.52,0.425,0.155,0.7735,0.297,0.123,0.255
id_003273,train,12.5,M,0.465,0.36,0.125,0.4365,0.169,0.1075,0.145
id_003274,train,14.5,F,0.475,0.375,0.14,0.501,0.192,0.1175,0.175
id_003275,train,19.5,F,0.5,0.405,0.14,0.6735,0.265,0.124,0.25
id_003276,train,13.5,M,0.46,0.355,0.11,0.415,0.215,0.082,0.13
id_003277,test,NA,M,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17
id_003278,test,NA,F,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215
id_003279,train,13.5,M,0.525,0.415,0.16,0.6445,0.26,0.1575,0.22
id_003280,train,19.5,F,0.655,0.53,0.19,1.428,0.493,0.318,0.565
id_003281,valid,25.5,M,0.69,0.54,0.185,1.6195,0.533,0.353,0.555
id_003282,test,NA,M,0.55,0.45,0.17,0.81,0.317,0.157,0.22
id_003283,valid,14.5,F,0.58,0.475,0.165,1.0385,0.414,0.26,0.305
id_003284,valid,12.5,F,0.59,0.475,0.155,0.9715,0.371,0.235,0.28
id_003285,train,12.5,M,0.565,0.44,0.155,0.868,0.348,0.217,0.26
id_003286,test,NA,F,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405
id_003287,train,15.5,F,0.62,0.51,0.175,1.1255,0.4985,0.227,0.315
id_003288,train,13.5,M,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205
id_003289,train,16.5,F,0.605,0.475,0.145,1.0185,0.4695,0.225,0.27
id_003290,valid,16.5,M,0.535,0.42,0.16,0.72,0.275,0.164,0.225
id_003291,train,13.5,F,0.51,0.395,0.12,0.6175,0.262,0.122,0.193
id_003292,train,10.5,M,0.53,0.405,0.13,0.738,0.2845,0.17,0.193
id_003293,test,NA,F,0.495,0.375,0.15,0.597,0.2615,0.135,0.178
id_003294,valid,14.5,M,0.575,0.455,0.185,1.156,0.5525,0.243,0.295
id_003295,train,15.5,F,0.63,0.5,0.16,1.22,0.4905,0.3,0.345
id_003296,train,15.5,M,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22
id_003297,train,15.5,F,0.605,0.485,0.165,1.0735,0.437,0.205,0.33
id_003298,train,18.5,M,0.645,0.5,0.19,1.229,0.524,0.278,0.395
id_003299,valid,14.5,F,0.62,0.5,0.175,1.146,0.477,0.23,0.39
id_003300,valid,17.5,M,0.605,0.485,0.175,1.145,0.4325,0.27,0.405
id_003301,train,17.5,F,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39
id_003302,train,12.5,F,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49
id_003303,valid,16.5,F,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52
id_003304,valid,13.5,F,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265
id_003305,train,17.5,F,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22
id_003306,valid,17.5,I,0.6,0.445,0.175,1.057,0.383,0.216,0.355
id_003307,train,11.5,I,0.41,0.3,0.115,0.2595,0.097,0.0515,0.08
id_003308,train,10.5,F,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11
id_003309,train,6.5,M,0.275,0.2,0.08,0.099,0.037,0.024,0.03
id_003310,train,10.5,I,0.485,0.355,0.12,0.5085,0.21,0.122,0.135
id_003311,train,14.5,F,0.62,0.485,0.165,1.166,0.483,0.238,0.355
id_003312,train,13.5,F,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155
id_003313,valid,18.5,F,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215
id_003314,train,12.5,M,0.4,0.31,0.11,0.314,0.138,0.057,0.1
id_003315,test,NA,I,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125
id_003316,test,NA,M,0.35,0.26,0.09,0.195,0.0745,0.041,0.0655
id_003317,train,17.5,M,0.44,0.35,0.14,0.451,0.171,0.0705,0.184
id_003318,test,NA,M,0.265,0.2,0.065,0.084,0.034,0.0105,0.03
id_003319,train,5.5,M,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008
id_003320,train,20.5,F,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52
id_003321,test,NA,F,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25
id_003322,valid,12.5,I,0.49,0.385,0.14,0.5425,0.198,0.127,0.175
id_003323,train,16.5,F,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595
id_003324,test,NA,F,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098
id_003325,train,13.5,I,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725
id_003326,train,11.5,M,0.345,0.265,0.09,0.163,0.0615,0.037,0.0485
id_003327,test,NA,I,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28
id_003328,test,NA,I,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425
id_003329,train,14.5,I,0.575,0.475,0.17,0.967,0.3775,0.284,0.275
id_003330,train,11.5,F,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225
id_003331,train,11.5,F,0.385,0.305,0.125,0.314,0.146,0.0555,0.08
id_003332,train,12.5,F,0.51,0.34,0.18,0.7005,0.312,0.165,0.2
id_003333,train,14.5,I,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2
id_003334,train,13.5,I,0.45,0.36,0.125,0.45,0.191,0.0865,0.145
id_003335,valid,9.5,I,0.39,0.3,0.105,0.259,0.0955,0.038,0.085
id_003336,train,13.5,F,0.425,0.325,0.135,0.382,0.1465,0.079,0.14
id_003337,valid,12.5,F,0.45,0.35,0.125,0.4435,0.185,0.09,0.145
id_003338,test,NA,I,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42
id_003339,valid,17.5,F,0.685,0.525,0.175,1.71,0.5415,0.309,0.58
id_003340,valid,13.5,F,0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275
id_003341,train,18.5,I,0.54,0.435,0.145,0.97,0.4285,0.22,0.264
id_003342,valid,13.5,F,0.49,0.39,0.135,0.59,0.215,0.125,0.1845
id_003343,test,NA,M,0.43,0.33,0.095,0.34,0.1315,0.085,0.112
id_003344,train,14.5,F,0.455,0.365,0.11,0.385,0.166,0.046,0.1345
id_003345,train,14.5,I,0.495,0.38,0.145,0.515,0.175,0.098,0.212
id_003346,test,NA,F,0.48,0.38,0.145,0.59,0.232,0.141,0.23
id_003347,valid,15.5,I,0.47,0.4,0.16,0.51,0.1615,0.073,0.198
id_003348,train,12.5,M,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104
id_003349,train,14.5,I,0.49,0.385,0.115,0.683,0.3265,0.1615,0.165
id_003350,test,NA,I,0.47,0.375,0.105,0.468,0.1665,0.108,0.17
id_003351,train,12.5,I,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18
id_003352,train,14.5,F,0.51,0.38,0.13,0.584,0.224,0.1355,0.185
id_003353,train,16.5,F,0.52,0.405,0.145,0.829,0.3535,0.1685,0.205
id_003354,train,9.5,I,0.475,0.365,0.14,0.4545,0.171,0.118,0.158
id_003355,train,11.5,F,0.455,0.36,0.11,0.4385,0.206,0.098,0.125
id_003356,test,NA,I,0.435,0.34,0.11,0.407,0.1685,0.073,0.13
id_003357,test,NA,I,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085
id_003358,train,9.5,I,0.375,0.285,0.1,0.239,0.105,0.0555,0.07
id_003359,test,NA,M,0.285,0.215,0.075,0.106,0.0415,0.023,0.035
id_003360,test,NA,I,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315
id_003361,train,20.5,F,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335
id_003362,train,10.5,M,0.41,0.315,0.095,0.306,0.121,0.0735,0.09
id_003363,train,10.5,M,0.41,0.3,0.1,0.301,0.124,0.069,0.09
id_003364,test,NA,I,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19
id_003365,train,12.5,M,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055
id_003366,train,12.5,I,0.44,0.31,0.115,0.3625,0.134,0.082,0.12
id_003367,train,6.5,M,0.28,0.21,0.065,0.0905,0.035,0.02,0.03
id_003368,train,18.5,I,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375
id_003369,train,14.5,I,0.61,0.48,0.165,1.097,0.4215,0.264,0.335
id_003370,test,NA,I,0.61,0.46,0.17,1.278,0.41,0.257,0.37
id_003371,train,13.5,M,0.455,0.345,0.125,0.44,0.169,0.1065,0.135
id_003372,test,NA,M,0.33,0.235,0.09,0.163,0.0615,0.034,0.055
id_003373,test,NA,I,0.44,0.33,0.135,0.522,0.17,0.0905,0.195
id_003374,train,20.5,M,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29
id_003375,train,11.5,F,0.475,0.375,0.125,0.588,0.237,0.1715,0.155
id_003376,valid,11.5,F,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125
id_003377,train,7.5,I,0.31,0.235,0.09,0.127,0.048,0.031,0.04
id_003378,train,6.5,I,0.255,0.19,0.07,0.0815,0.028,0.016,0.031
id_003379,test,NA,M,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057
id_003380,test,NA,I,0.295,0.21,0.08,0.1,0.038,0.026,0.031
id_003381,valid,6.5,I,0.19,0.13,0.045,0.0265,0.009,0.005,0.009
id_003382,train,20.5,M,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325
id_003383,test,NA,M,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19
id_003384,train,15.5,M,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22
id_003385,valid,8.5,F,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045
id_003386,train,14.5,F,0.475,0.35,0.115,0.487,0.194,0.1455,0.125
id_003387,test,NA,M,0.515,0.4,0.125,0.955,0.341,0.2535,0.26
id_003388,train,19.5,M,0.545,0.41,0.145,0.873,0.3035,0.196,0.31
id_003389,valid,14.5,M,0.74,0.535,0.185,1.65,0.734,0.4505,0.335
id_003390,test,NA,M,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33
id_003391,valid,11.5,M,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26
id_003392,test,NA,M,0.545,0.42,0.125,0.9745,0.353,0.174,0.305
id_003393,train,20.5,M,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41
id_003394,train,11.5,M,0.575,0.435,0.13,1.0105,0.368,0.222,0.32
id_003395,valid,14.5,M,0.62,0.48,0.16,1.0765,0.412,0.253,0.3
id_003396,train,14.5,F,0.605,0.45,0.165,1.2225,0.357,0.202,0.385
id_003397,train,19.5,M,0.605,0.475,0.16,1.616,0.5495,0.332,0.34
id_003398,test,NA,F,0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945
id_003399,train,10.5,M,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07
id_003400,valid,9.5,F,0.46,0.35,0.115,0.44,0.19,0.1025,0.13
id_003401,train,11.5,M,0.53,0.43,0.135,0.879,0.28,0.2165,0.25
id_003402,train,19.5,M,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495
id_003403,train,14.5,M,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215
id_003404,test,NA,I,0.35,0.265,0.11,0.209,0.066,0.059,0.075
id_003405,test,NA,M,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075
id_003406,train,8.5,I,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05
id_003407,train,9.5,I,0.35,0.28,0.075,0.196,0.082,0.04,0.064
id_003408,valid,7.5,I,0.35,0.265,0.08,0.192,0.081,0.0465,0.053
id_003409,test,NA,I,0.39,0.315,0.09,0.3095,0.147,0.05,0.09
id_003410,train,8.5,I,0.395,0.31,0.095,0.313,0.131,0.072,0.093
id_003411,train,7.5,I,0.415,0.31,0.105,0.3595,0.167,0.083,0.0915
id_003412,train,8.5,I,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1
id_003413,valid,9.5,I,0.48,0.355,0.115,0.5785,0.25,0.106,0.184
id_003414,train,10.5,M,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185
id_003415,train,8.5,F,0.49,0.37,0.105,0.5265,0.249,0.1005,0.148
id_003416,test,NA,F,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337
id_003417,train,8.5,M,0.56,0.45,0.14,0.9,0.472,0.182,0.218
id_003418,train,10.5,M,0.58,0.46,0.15,1.0165,0.491,0.221,0.265
id_003419,train,9.5,F,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371
id_003420,train,9.5,M,0.59,0.47,0.135,1.1685,0.539,0.279,0.28
id_003421,train,11.5,F,0.595,0.475,0.165,1.148,0.444,0.214,0.37
id_003422,valid,12.5,M,0.6,0.475,0.15,1.089,0.5195,0.223,0.292
id_003423,train,10.5,M,0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785
id_003424,valid,12.5,F,0.63,0.475,0.15,1.172,0.536,0.254,0.316
id_003425,train,11.5,M,0.64,0.51,0.17,1.3715,0.567,0.307,0.409
id_003426,train,11.5,F,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43
id_003427,train,14.5,M,0.71,0.55,0.2,1.9045,0.882,0.44,0.5
id_003428,train,14.5,M,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235
id_003429,test,NA,I,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215
id_003430,test,NA,I,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03
id_003431,train,7.5,I,0.325,0.24,0.075,0.152,0.065,0.0305,0.045
id_003432,train,6.5,I,0.35,0.265,0.095,0.199,0.073,0.049,0.06
id_003433,valid,7.5,I,0.36,0.27,0.09,0.219,0.097,0.0405,0.065
id_003434,train,7.5,I,0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063
id_003435,train,7.5,I,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645
id_003436,train,8.5,I,0.375,0.285,0.09,0.257,0.1045,0.062,0.075
id_003437,train,7.5,I,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075
id_003438,test,NA,I,0.395,0.3,0.09,0.279,0.134,0.049,0.075
id_003439,train,7.5,I,0.43,0.335,0.105,0.378,0.188,0.0785,0.09
id_003440,valid,9.5,I,0.44,0.35,0.125,0.456,0.21,0.0955,0.131
id_003441,train,8.5,I,0.465,0.37,0.1,0.5055,0.234,0.11,0.14
id_003442,test,NA,F,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126
id_003443,train,9.5,M,0.48,0.37,0.13,0.643,0.349,0.1155,0.135
id_003444,train,8.5,I,0.485,0.37,0.1,0.513,0.219,0.1075,0.13
id_003445,train,10.5,F,0.49,0.4,0.115,0.569,0.256,0.1325,0.145
id_003446,train,9.5,I,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645
id_003447,train,9.5,I,0.5,0.385,0.11,0.596,0.3015,0.104,0.151
id_003448,train,9.5,F,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146
id_003449,train,8.5,M,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161
id_003450,train,8.5,M,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2
id_003451,train,8.5,F,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915
id_003452,train,9.5,M,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25
id_003453,train,9.5,F,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155
id_003454,test,NA,F,0.555,0.42,0.11,0.931,0.4445,0.171,0.225
id_003455,train,9.5,F,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815
id_003456,test,NA,M,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31
id_003457,valid,13.5,F,0.61,0.48,0.16,1.234,0.598,0.238,0.315
id_003458,test,NA,F,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455
id_003459,train,9.5,F,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29
id_003460,test,NA,M,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365
id_003461,train,10.5,M,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825
id_003462,test,NA,F,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345
id_003463,valid,11.5,F,0.625,0.47,0.17,1.255,0.525,0.2415,0.405
id_003464,train,12.5,M,0.625,0.485,0.17,1.437,0.5855,0.293,0.475
id_003465,train,11.5,M,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295
id_003466,train,10.5,F,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353
id_003467,test,NA,M,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354
id_003468,train,11.5,M,0.66,0.525,0.18,1.478,0.5815,0.381,0.372
id_003469,valid,12.5,F,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265
id_003470,test,NA,F,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565
id_003471,valid,12.5,M,0.72,0.565,0.2,1.787,0.718,0.385,0.529
id_003472,train,10.5,F,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375
id_003473,train,4.5,I,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014
id_003474,train,5.5,I,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013
id_003475,test,NA,I,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06
id_003476,test,NA,I,0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765
id_003477,train,8.5,I,0.4,0.29,0.1,0.258,0.104,0.059,0.0815
id_003478,train,7.5,I,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075
id_003479,valid,8.5,I,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1
id_003480,train,8.5,I,0.44,0.33,0.11,0.38,0.197,0.079,0.09
id_003481,train,9.5,I,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12
id_003482,train,7.5,I,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109
id_003483,train,8.5,I,0.47,0.355,0.145,0.4485,0.156,0.102,0.123
id_003484,train,8.5,I,0.47,0.355,0.115,0.4155,0.167,0.084,0.139
id_003485,train,9.5,I,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845
id_003486,train,8.5,I,0.485,0.37,0.115,0.637,0.38,0.1335,0.128
id_003487,train,9.5,F,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065
id_003488,train,9.5,I,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485
id_003489,valid,9.5,I,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535
id_003490,valid,9.5,F,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183
id_003491,train,11.5,M,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185
id_003492,train,9.5,M,0.55,0.44,0.16,0.985,0.4645,0.201,0.27
id_003493,valid,9.5,M,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23
id_003494,valid,9.5,M,0.555,0.44,0.15,0.838,0.4155,0.146,0.23
id_003495,train,10.5,F,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215
id_003496,train,9.5,M,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955
id_003497,valid,9.5,M,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225
id_003498,valid,10.5,F,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22
id_003499,train,11.5,M,0.59,0.46,0.145,0.929,0.38,0.24,0.255
id_003500,train,10.5,F,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289
id_003501,valid,9.5,M,0.6,0.41,0.145,0.939,0.4475,0.196,0.268
id_003502,train,13.5,M,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335
id_003503,train,11.5,M,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325
id_003504,train,12.5,F,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348
id_003505,valid,11.5,F,0.62,0.51,0.18,1.233,0.592,0.274,0.322
id_003506,valid,11.5,M,0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135
id_003507,train,10.5,M,0.625,0.47,0.175,1.179,0.605,0.258,0.271
