obs_id,train_id,median_house_value,population,latitude,longitude,total_units,vacant_units,median_rooms,mean_household_size_owners,mean_household_size_renters,built_2005_or_later,built_2000_to_2004,built_1990s,built_1980s,built_1970s,built_1960s,built_1950s,built_1940s,built_1939_or_earlier,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5_or_more,owners,renters
id_008591,train,278900,4386,40.569947,-124.135031,1770,43,5.3,2.55,2.38,2.4,9.8,23.2,15.5,13.9,10.8,10.2,7.1,7,0.5,5.8,31.8,52,5.8,4.2,76.3,23.7
id_008592,valid,547600,3527,38.447973,-122.707916,1877,157,5,2.28,1.81,0,5,1,9.6,15,8.7,7.4,14,39.3,3.2,21.5,43.5,25.3,4.7,1.8,39.9,60.1
id_008593,valid,83700,3585,37.2982,-121.877713,1669,87,3.8,1.75,2.56,1.7,22.2,20.3,17.1,21.6,6.7,8.1,0,2.3,8.1,31.2,52.1,8.4,0.1,0,18.2,81.8
id_008594,test,NA,2861,39.972366,-75.32933,1017,0,7,2.94,1.62,0,0,1.1,1.5,10.7,17.5,37.2,19.2,12.9,1.1,4.3,7,59.9,26.2,1.6,86.8,13.2
id_008595,valid,761600,5444,36.958414,-122.035877,2481,180,5,2.69,2.44,2.7,1.3,6.9,2.7,14.9,14.1,20.9,11.9,24.7,3.3,17.7,32.2,29.8,16.1,0.9,58.6,41.4
id_008596,train,202100,4830,36.319699,-119.324229,1751,59,5.5,2.51,3.27,0,0,0,4.6,39.3,33.9,19.9,2.3,0,0,2,24.8,59.7,9.7,3.7,58.7,41.3
id_008597,test,NA,1412,40.603101,-79.560748,779,113,5.7,2.16,1.9,0,0,1,0,4.6,13.9,3.3,0,77.2,2.3,19.4,28,43.4,5.8,1.2,53.6,46.4
id_008598,train,230200,5284,33.918666,-117.423284,1886,11,5.3,3.3,2.74,5.4,8.7,16.2,23.2,32.1,6.1,7.7,0,0.5,1.3,15,15.3,37.3,27.5,3.7,52.2,47.8
id_008599,train,191800,4930,37.696561,-121.057324,1926,182,4.7,2.92,2.66,3,0,10.8,55,24.7,3,3.5,0,0,0.5,10.7,36,44.2,8.3,0.4,48.4,51.6
id_008600,valid,426800,5944,33.77048,-117.901578,1298,51,6,4.55,5.51,2.2,4.9,6.1,1.2,6.9,18.4,50.9,7.1,2.2,0,2.9,3.5,57.1,32.4,4.1,81.3,18.7
id_008601,train,681100,6098,37.939581,-122.011453,2353,151,6.9,2.81,2.66,4,1.8,1.7,14.7,25.5,47,5.3,0,0,0.6,4.9,10.8,28.8,46.7,8.2,79.5,20.5
id_008602,train,492600,6834,34.444254,-119.281765,2866,145,5.3,2.46,2.82,1.9,4.5,5.9,9.1,15.4,17.4,23,10.4,12.5,4.8,4,38.6,39.3,10.3,2.9,72.1,27.9
id_008603,train,162500,3982,34.183355,-118.453041,1136,73,3.6,2.23,3.43,8.9,9.7,4.5,11,19,30.2,14.1,2.6,0,5.7,46.1,44,4.1,0,0,6.2,93.8
id_008604,valid,723700,4684,34.02716,-118.497941,3081,193,3.5,1.67,1.55,0,0.9,1.3,10.1,21.4,22.1,24.3,7.5,12.5,10,41.4,42.9,5.7,0,0,18.1,81.9
id_008605,train,576300,4322,33.87396,-118.068986,1390,0,5.5,2.92,3.34,0,0.6,1.7,4.3,74.3,16.3,1,1.1,0.6,1.1,0.8,25.7,36.3,28.8,7.4,71.6,28.4
id_008606,valid,364700,5048,37.971471,-121.833274,1545,120,7.6,3.02,4.12,8,12.6,0.6,36.8,30.8,4.7,5.4,0,1,0,0,4.7,27.6,48.3,19.4,89.3,10.7
id_008607,train,416200,6027,37.77719,-122.203607,2386,233,4.8,2.9,2.96,0,3.1,1.2,5.2,1.8,13.7,15.5,9.8,49.6,3.7,14.7,46.7,22.1,8.7,4.1,48.4,51.6
id_008608,train,335100,2240,40.660239,-122.361263,969,86,5.8,2.35,3.71,7.1,27.3,24.5,6.3,15.6,5.3,12.1,0,1.9,0,0.8,9.1,71.1,14,5,70,30
id_008609,valid,651000,5116,37.425831,-121.869256,1576,0,6.2,2.9,4.2,0,2.2,23.7,18.8,27.8,25.4,0.6,0.7,0.8,1.1,0.6,3.2,50.4,39.8,4.7,84.3,15.7
id_008610,test,NA,5189,40.008339,-75.161828,2579,654,5.9,2.67,2.19,5.2,1.2,1.3,2.7,1.4,3.4,11.1,8.6,65,8.3,18.2,14.7,25.6,22.2,11,50.8,49.2
id_008611,train,117800,4531,35.13382,-119.465413,1677,259,4.7,3.36,3.14,6.3,2.7,7.2,5.4,3,6.4,19,18.4,31.7,0,10.1,46.4,31.6,10.8,1.1,46.3,53.7
id_008612,train,579900,2841,37.265625,-121.813658,846,38,5.3,3.86,2.7,12.3,0,6.9,5.8,35.8,26.5,9.9,2.8,0,8,18.1,7.8,35.6,29.6,0.9,61.4,38.6
id_008613,test,NA,2047,40.421915,-80.009779,1192,205,5.4,2.3,1.7,0,0,0,1,1,10.7,6.6,19.2,61.4,1,19.5,40,30.5,6.9,2.2,49.8,50.2
id_008614,train,271500,3016,33.905514,-118.22801,661,19,4.3,5.29,4.15,2,0.6,4.7,21.3,3.3,9.2,32.1,11.8,15,10,8,45.2,23.8,7.4,5.6,29.4,70.6
id_008615,train,296400,5200,33.893183,-118.198906,1105,65,4.7,5.07,4.58,1.6,1.7,3.7,3.6,9.2,9,36.8,17.1,17.1,5.5,14.1,43.1,31,6.2,0,42.2,57.8
id_008616,train,436100,6352,33.764802,-118.003729,1956,83,4.1,3.36,3.16,0.2,3.6,5.8,17.4,23.2,22.8,22.5,2.9,1.6,3.9,10.8,54.2,23.5,7.2,0.3,23.6,76.4
id_008617,valid,467000,6150,34.268172,-118.332581,2326,55,5.7,3.24,2.58,0.6,0,1.5,8.5,8.9,28.7,30.4,12.3,9.2,3.4,14.8,17,45.2,15.7,4,67.8,32.2
id_008618,train,319300,5732,36.859275,-119.756029,2274,235,6.1,3.04,2.7,1.7,5.2,43.5,44.6,3.9,0,0.5,0,0.5,0,7.6,7.8,47.8,31.4,5.5,71.8,28.2
id_008619,train,483300,2551,33.94254,-118.329449,823,96,3.7,2.59,3.37,0,6.3,0,8.6,29.8,27.8,16.5,5.8,5.1,0,42.5,42.8,14.2,0.5,0,4,96
id_008620,train,246900,5011,33.887712,-117.230675,1219,106,6.6,4.17,4.84,7.3,0,38.1,50.2,4.4,0,0,0,0,0.2,0,0.7,32.3,52.3,14.4,75,25
id_008621,test,NA,4375,40.24308,-76.982799,2202,97,6,2.41,1.77,7.5,10.5,27.4,4,14.2,20.3,8,3.6,4.6,0.4,5.6,36.2,34.1,21.4,2.2,65.9,34.1
id_008622,test,NA,2300,40.901141,-75.993137,1266,251,5.8,2.56,2.26,0,0,1,0.6,2.4,5.9,11.4,14.7,63.9,0.4,13,29.8,47.4,5.9,3.6,65.4,34.6
id_008623,train,129200,4106,36.699557,-119.79804,991,80,5,3.04,4.52,0,3.2,10.6,7.4,18.5,27,23.2,8.1,2,0.5,12.5,16.2,51.2,11.7,7.9,36,64
id_008624,train,215600,2916,38.524565,-121.488282,1385,99,5.1,1.99,2.33,0.7,0,1.7,0.6,2.2,8.7,59.5,24.5,1.9,0,6,41.3,49,3,0.7,70.8,29.2
id_008625,train,536300,3967,34.116225,-118.175978,1493,67,3.7,3.52,2.59,0,5.7,5.9,15,17.3,19.4,8,4.6,24,4.1,33.8,46.1,14.7,1.3,0,16.9,83.1
id_008626,test,NA,2942,40.071032,-79.149141,2077,981,5.8,2.49,2.54,1.2,4,11.3,41.6,8.9,7.8,3.8,3.9,17.5,0.4,4.5,26.3,53.9,12.5,2.3,85.8,14.2
id_008627,train,548500,4414,33.8414,-118.149432,1508,68,6.3,2.98,3.26,0,0,0,0,4.1,21.1,66,8.2,0.6,0,0.7,15.3,59.9,14.9,9.2,86.4,13.6
id_008628,valid,545600,6404,33.815258,-117.534335,1861,55,7.8,3.42,3.32,3.3,63.6,23.4,3.9,1.9,0,0,1.7,2.1,0,0.8,3.7,24.1,44.4,27.1,93.5,6.5
id_008629,train,480600,3974,34.162871,-118.143802,1253,0,4.4,3.85,3.38,0,0,1.8,5.8,15.6,1.7,20.4,7.9,46.8,2.5,23.1,39.7,24.7,4.4,5.7,30.1,69.9
id_008630,valid,333900,6786,34.402708,-118.909879,2327,156,5.3,2.86,3.34,4.7,3.7,12.9,12.9,15.8,10,14.9,3.1,22.1,3.9,10.8,28,40.1,13.5,3.7,68.1,31.9
id_008631,test,NA,2352,40.446805,-80.053044,1118,203,5.3,2.12,2.56,0,0,2.8,8.1,13.2,16.4,19.7,10.3,29.5,0,10.3,29.8,47.4,10.2,2.3,56.2,43.8
id_008632,test,NA,2464,39.976543,-75.148331,751,77,4.6,3.59,2.19,17.8,13.7,6.9,11.2,6.8,1.5,16.4,1.2,24.5,2.7,34.8,12.8,23,19.7,7.1,25.2,74.8
id_008633,train,283100,2719,34.237271,-118.446084,800,36,4.2,3.95,3.26,4,1,13.4,27,17,16.9,10.6,8.8,1.4,3.8,15.1,49.1,24.1,7.9,0,30,70
id_008634,train,727100,2304,34.10065,-118.350927,1563,96,2.9,1.93,1.72,0,0,7,26.2,22.1,23.3,3.3,3.4,14.8,14.5,51.8,25.5,7.6,0.6,0,19.3,80.7
id_008635,train,991500,6696,34.021574,-118.501575,4625,344,3.2,1.75,1.6,2.2,4.8,7.4,7.4,19.2,27.9,12.3,5.9,12.9,18.2,45.8,30.7,5.1,0,0.3,9.7,90.3
id_008636,test,NA,1574,40.331805,-79.886918,820,153,5.8,2.31,1.93,0,0.9,0,0,3,10.5,32.3,20.9,32.4,0.9,1.1,48.3,37.3,8.3,4.1,87.1,12.9
id_008637,test,NA,1624,40.594823,-80.230737,932,101,5.7,2.14,1.89,0,0,3.3,0,2.1,1.9,14.4,15.6,62.7,5.5,17.8,26.7,39.3,4.1,6.7,52.1,47.9
id_008638,train,458800,3231,34.084968,-118.312361,1386,85,2.8,2.37,2.32,0,0,0,14.6,10.8,6.8,10.7,28.2,29,31.1,47.4,18.8,2.7,0,0,7.8,92.2
id_008639,train,285600,4085,34.047632,-117.735696,1017,55,4.1,3.4,4.66,5.2,7.4,16.8,26.3,2.2,20.8,15.4,4.4,1.5,2.6,11.4,50.9,21.7,9,4.3,31.3,68.7
id_008640,valid,291300,7103,34.616898,-118.194862,2197,126,7.1,3.23,4.04,4.3,43.7,42,5.1,0.7,1.3,1.5,1.4,0,0,0,3.4,34.7,40.5,21.4,88.1,11.9
id_008641,train,193000,8185,36.291913,-119.320077,2846,149,5.3,2.82,3.03,23.2,20.7,15.7,8.7,14.3,8.3,4.3,2.1,2.7,0,6.6,23.6,51.3,16.9,1.6,67.4,32.6
id_008642,train,672500,836,38.427813,-121.291907,255,0,5.9,3.03,2.04,0,4.7,19.6,23.5,27.1,0,25.1,0,0,0,0,32.5,34.1,11,22.4,67.8,32.2
id_008643,test,NA,1624,41.573002,-78.682656,1188,490,5.7,2.44,1.75,3.7,1,11.4,6.2,21.1,7.3,11.2,5.6,32.4,0,5.5,25,56,10.4,3.2,84.2,15.8
id_008644,train,799800,3107,33.890402,-117.755432,1093,0,6.4,3.31,1.52,1.8,1.1,28.1,60,3.9,4.1,0.9,0,0,0,9.3,11.6,31.8,30.5,16.7,85.5,14.5
id_008645,train,155000,4842,36.676191,-121.633275,1126,130,4.2,3.89,4.32,2.6,0,8.6,16.4,25.5,28.7,15.6,2.6,0,7.7,18.3,36.8,26.4,10.8,0,9.4,90.6
id_008646,valid,967900,2221,37.743787,-122.456935,905,98,6.1,2.62,2.03,2.4,0,0.8,2.2,2.2,4.5,8.3,26.4,53.1,0,3.9,36,39.1,19.6,1.4,83.1,16.9
id_008647,train,326700,2331,37.621384,-122.083168,735,11,5.4,2.79,5.03,1.4,1.4,6,3.7,26.4,51.4,8.4,0,1.4,2.3,3.9,8.6,59.5,21.8,3.9,89.5,10.5
id_008648,train,254600,3771,34.204714,-117.117039,2765,1319,5.4,2.18,3.4,2.6,1.8,8.6,14.3,29.7,26.7,11.4,3.1,1.8,3.3,8.1,26.2,49.5,9.9,3,77.7,22.3
id_008649,valid,312000,3119,34.001811,-118.298217,902,33,4.6,4.34,3.41,0,3.8,0,2.2,18.6,3,14.9,16,41.6,10.9,23.2,19,30.4,12.1,4.5,39.6,60.4
id_008650,valid,918100,4475,34.022137,-118.430528,1929,26,3.9,2.34,2.23,2.9,11.9,28,9.2,6.5,6.5,14.3,19,1.8,0.9,22.8,48.3,20.2,6.3,1.5,29.1,70.9
id_008651,valid,349100,7419,33.86784,-118.178895,2239,30,4.7,4.13,3.42,0,0,0,1.3,8.1,6.7,27.6,27.8,28.6,3.3,12.5,42.2,33.6,6.2,2.3,62.6,37.4
id_008652,valid,137800,4123,36.071061,-119.016981,1572,264,4.4,2.51,3.06,1.3,2.7,4.1,11.8,20.5,15.2,8.8,16.5,18.9,8,18.8,40.2,28.4,4.2,0.5,31.7,68.3
id_008653,train,396000,4097,34.094386,-118.163752,1273,68,4.3,4.47,2.93,3.8,0,0.6,11.9,13.3,16.7,10.3,27.7,15.8,4,19.8,47.8,18.2,9.8,0.4,41.8,58.2
id_008654,train,576200,4396,37.867025,-122.277077,2177,67,4.4,2.73,2.1,0,0.9,5.7,2.2,5.8,8.2,10.8,11.6,54.8,2.7,24.7,44.1,22.3,5.1,1.1,44.6,55.4
id_008655,train,409300,3478,37.734087,-122.384662,1371,142,4.8,4.39,2.43,0,2.8,10.1,19.5,28.4,26.8,1.3,8,3.1,8.2,14.4,28,38.1,11.4,0,28.9,71.1
id_008656,train,751400,1801,32.752469,-117.173463,1062,66,4.7,2.32,1.55,4.2,4.7,3.9,7.8,17.1,2.2,7.7,6.9,45.5,21.1,25.5,22.8,21.4,8.2,1,42.8,57.2
id_008657,valid,426200,3846,34.070821,-118.298616,1360,15,2.4,2.68,2.96,1.1,0.7,1.8,9.3,14.9,12,12.9,14.8,32.6,34.8,41.8,22.5,0.9,0,0,3,97
id_008658,valid,646400,6148,37.655958,-122.446126,2116,56,5.8,2.89,3.03,0,7.6,2.7,0,0.4,15.5,56.4,15.8,1.5,0.5,2.1,12.1,65,18.3,2,77.7,22.3
id_008659,train,794600,4372,37.751708,-122.41805,1932,124,3.8,4,2.54,1.7,0,6.4,2.2,6.5,5.9,2.8,6.4,68.2,18.8,29.4,30.1,9.6,9.2,2.8,12.2,87.8
id_008660,train,352500,5032,32.750499,-117.219225,2437,145,3.8,1.94,2.27,5,0,1.2,14,31.4,29.4,10.4,1.5,7.1,1.5,39.6,46.9,9.4,1.2,1.5,21.1,78.9
id_008661,test,NA,3562,39.969084,-75.207381,1898,608,5.8,3.11,2.66,0.4,4.9,7.4,0.9,0.5,6.9,16.8,18.2,44,0.5,21.1,15.1,38.3,14.6,10.4,41.2,58.8
id_008662,valid,343300,6288,34.295979,-119.292753,2206,131,4.7,3.22,3.07,0,8.8,5,22,15.5,10.1,20.4,5.9,12.2,2.4,17.5,35.8,35,7.9,1.4,46.7,53.3
id_008663,train,298400,3672,34.190408,-118.548118,1335,105,4.6,3.36,2.58,0,2.5,0,13.6,40.1,12.7,27.3,1,2.7,0,13.9,27.3,49.9,8.9,0,63.3,36.7
id_008664,test,NA,2555,40.697473,-80.303188,1180,101,5.8,2.75,1.76,0,2.6,3.1,2.8,16.4,4.7,6.9,8.6,54.8,1,19.7,25.6,31.7,14.3,7.7,51.9,48.1
id_008665,test,NA,2224,40.329484,-79.794842,1078,29,5.9,2.37,1.58,0,2.6,5,12.5,16.7,16.8,33.9,5.6,7,0,7.1,33,46.4,9.2,4.3,84.7,15.3
id_008666,test,NA,3815,39.980937,-76.424205,1527,67,6.5,2.7,2.36,1.8,7.4,9.8,12.1,9.4,8.4,10.5,2.5,37.9,0,2,21.5,47.3,24.5,4.6,79.5,20.5
id_008667,train,881300,3549,37.752111,-122.472238,1396,87,6.1,2.78,3.18,0,0,0,3.9,1.9,8.5,17,34.2,34.5,0,2.2,37.7,39.4,16.1,4.6,74.6,25.4
id_008668,test,NA,4971,40.023038,-75.063371,1849,225,6,2.85,3.05,0,0,0.4,0,4.9,7.8,25.9,29.5,31.5,2.3,5.2,12.5,70.6,7.5,1.9,62.6,37.4
id_008669,train,270100,6117,37.928044,-122.355018,2137,413,4.3,2.93,3.4,0,0.1,2.2,2.1,10.2,18,31.8,19.7,15.9,0.7,11.3,55.7,24.5,7.7,0,39.3,60.7
id_008670,test,NA,2665,40.057445,-76.320547,821,97,5.8,2.99,3.05,2.9,9.4,2.7,1.3,10,7.1,31.2,12.5,22.9,0,9.9,26.9,36.1,19.2,7.9,61.3,38.7
id_008671,valid,824700,3407,34.143201,-118.817785,1454,99,6.6,2.41,2.8,0.6,0.8,1,3,30.7,59.8,0.8,1.7,1.6,0,6,26.8,17.7,36.7,12.7,80.9,19.1
id_008672,train,366600,5092,34.100892,-117.657195,1904,188,4.2,2.22,3.05,0,0.6,5.5,13,28.8,27,15.2,0.6,9.3,6,22.2,45,22.5,4.3,0,22.9,77.1
id_008673,test,NA,3790,40.342388,-80.014875,1544,45,6.9,2.73,1.78,3.7,3.7,2.7,2.1,15.6,22,32.9,11.2,6.2,0,7.4,13.9,48.9,25.6,4.1,85.5,14.5
id_008674,test,NA,8104,39.873957,-77.600932,3466,227,6.4,2.5,2.23,5.1,14.7,15.2,15.9,13.9,11.5,4,6.1,13.5,1.8,3.7,16.8,54.1,16.2,7.4,83.5,16.5
id_008675,valid,346600,7043,37.977805,-122.307862,2869,146,5.1,2.92,2.62,0,1.3,12,11.7,22.3,14.3,20,13.7,4.6,0,3,36.9,47.7,6.8,5.6,61.9,38.1
id_008676,train,760500,4986,34.027715,-118.490983,2999,328,3.9,1.89,1.77,0,1.9,2.6,8.3,28.6,24.1,17.6,7.7,9.2,0.6,37.6,46.3,15.4,0,0,21,79
id_008677,valid,391000,4951,33.794638,-118.268931,1381,35,5.2,3.92,3.18,0,3,6.7,6.2,13.5,12.7,23.8,7.7,26.2,9.1,11.5,32.4,29.6,12.1,5.4,64.7,35.3
id_008678,train,294100,3495,33.952982,-118.236049,741,64,5,5.6,5.06,0,9.2,4.6,28.5,11.6,2,19.4,7.7,17,6.1,11.2,36.4,32.8,12,1.5,52.4,47.6
id_008679,train,363800,3554,38.922736,-121.065587,1587,72,6.1,2.37,2.56,2.8,4,16.8,21.2,17.4,12.5,17.1,3.8,4.3,0,2.5,21.9,55.6,17.7,2.3,73.3,26.7
id_008680,train,298200,4662,34.019437,-118.249271,1011,22,4.3,4.59,5.39,5.9,0.6,10.6,15.5,5.7,4.3,8.2,9.2,40,23.3,8.8,25.4,32.6,7.4,2.4,27.8,72.2
id_008681,test,NA,7080,40.396957,-80.12615,3220,247,6,2.38,2.03,10.3,18.7,17,10.6,6.2,2.9,15,5.8,13.5,0,9,29.5,40.1,15.5,5.9,76.3,23.7
id_008682,train,341000,3437,38.687974,-120.994416,1452,122,5.4,1.94,2.32,4.5,5.4,12.7,36.6,37.5,2.9,0.4,0,0,0,0.8,29.1,56.9,13.2,0,60.1,39.9
id_008683,train,453800,7666,33.924555,-118.138225,2178,99,4.8,3.53,2.81,4.9,1.8,2.6,8.3,12.2,13.5,30.2,21.3,5.1,1.6,17.7,36.5,29.4,9.5,5.4,44.2,55.8
id_008684,test,NA,2621,40.570741,-79.712741,1262,83,5.6,2.31,2.19,1.9,12.4,7.7,13.6,11.3,15.2,13.5,10.2,14,0,13.9,29.4,38.3,14.5,3.9,71.5,28.5
id_008685,train,475800,4287,34.435732,-118.538189,1697,31,6.2,2.77,2.06,0,4.9,33.4,11.1,37.5,12.1,0.4,0,0.6,0.6,14.6,11.5,34.9,24.7,13.6,66,34
id_008686,train,310800,3871,34.245235,-118.449486,1026,0,4.7,4.13,2.55,8.4,1.9,6.8,50.7,10.1,9.6,12.2,0.3,0,13,6.9,24.5,51.7,4,0,66.6,33.4
id_008687,train,751400,3609,33.921041,-118.405493,1593,68,4.2,2.92,1.84,2.4,1.8,1.2,23.7,18.7,21.5,21.2,7.7,1.8,1.6,24,38.4,28.6,4.6,2.7,34.1,65.9
id_008688,train,335000,2871,34.416973,-118.436705,994,85,5,3.18,3.18,4.8,44,8.4,15.9,21,1.5,1,0,3.4,1,0,45,33.2,18.3,2.5,38.7,61.3
id_008689,train,798900,8755,37.449756,-122.423315,3614,163,5.2,2.41,2.84,1.8,9.8,18.7,18.2,20.8,12.6,7.1,3.9,7.1,3.5,7.3,31.2,35,19.5,3.4,66.7,33.3
id_008690,valid,464200,2967,34.192185,-118.610366,1191,72,5.5,2.93,2.5,0.7,0,0.3,11.8,14.2,23.9,42.8,5.4,0.9,0.9,17,13.3,52.8,13.6,2.4,53.9,46.1
id_008691,test,NA,4094,39.762458,-75.992891,1428,65,6.3,2.76,3.21,0.4,26.3,22.2,12.7,9.7,5.3,7,0,16.5,0,4,19.7,47.1,26.5,2.7,72.9,27.1
id_008692,train,133700,1768,34.687279,-117.307338,735,195,5,2.95,3.06,1.5,8.3,19.6,14.4,4.1,14.8,12.7,10.6,14,6.9,10.7,26.3,49,5.4,1.6,64.1,35.9
id_008693,train,188900,4146,40.430196,-120.65963,2146,66,5.1,2.4,2.25,6.5,11,5,18.2,16.3,13.6,3.2,10.6,15.7,6.8,12,15.7,54.8,10.7,0,62.1,37.9
id_008694,train,654500,2166,33.191463,-117.380406,2601,1234,3.5,1.64,1.92,1.3,1.3,8,16,32.2,13.2,14,4.5,9.5,4.5,45.8,40.8,5.5,2.6,0.8,25.5,74.5
id_008695,test,NA,4105,40.478428,-79.714854,1673,125,6.7,2.7,2.95,0,3.4,9.8,13.1,22.8,43,6.6,0,1.2,0,0,6.3,75.7,16.5,1.5,97.5,2.5
id_008696,train,525900,3898,37.400549,-121.923796,1925,207,3.7,1.9,2.18,1.5,3.7,76.6,15.4,1.7,0.2,0,0,1,0.6,34.6,50.8,13.8,0.2,0,32,68
id_008697,train,310900,4988,38.149126,-122.260136,1491,51,5.7,4.08,3.8,0,1.1,0,7.7,42.1,27.6,17.7,0.6,3.2,0,0.9,7.3,66.9,20.8,4,70.6,29.4
id_008698,train,337200,5205,34.084196,-117.951404,1311,60,5,4.78,4.66,0.6,5.3,3.4,13.8,5.6,32.9,26.2,7.7,4.4,0,6.3,27.9,43.4,20.7,1.6,59.6,40.4
id_008699,train,333400,4972,37.760259,-122.178894,1768,248,4.8,3.54,3.28,0.6,1.1,1.2,8.5,5.8,9,24.1,27,22.6,1.8,8.7,54.3,28.2,6.3,0.7,51.3,48.8
id_008700,test,NA,4141,40.329832,-80.209532,1791,203,6.5,2.6,2.35,4.7,5.8,6.3,19.4,16.9,5.8,10.7,12.5,17.9,0,1.7,15.7,59.1,21.9,1.6,89.4,10.6
id_008701,train,266800,5820,33.952248,-118.251335,1359,169,5.2,4.98,4.57,2.6,2.6,4.2,1,6.5,11.3,16.3,18,37.5,1,7.2,40.7,38.7,12.4,0,51.5,48.5
id_008702,train,311100,4572,33.867286,-117.576869,1305,0,5.9,3.69,3.66,0,0,2.1,5.3,23.7,34.9,19.5,3.4,11.2,0,1.5,14,47.5,32.1,4.9,76.3,23.7
id_008703,train,303400,3984,33.216338,-117.250135,847,0,5.9,4.38,5.05,0,0,0,31.4,27.3,26.4,14,0.8,0,8.9,0.8,20.4,55.4,14.5,0,47.7,52.3
id_008704,test,NA,3914,39.996485,-75.129116,1405,232,5,3.26,3.19,0,0,2,3.9,6.2,5.6,6.5,16.4,59.4,1,6.3,39.7,51.4,1.6,0,46.5,53.5
id_008705,valid,279100,3692,34.253794,-116.804316,2464,898,4.4,2.46,3.24,1.3,1.8,17,28.2,28.3,18.6,3.6,0,1.3,0,5.2,48,35.2,11.5,0,78,22
id_008706,test,NA,2390,39.983601,-75.806692,817,29,6.4,2.58,2.74,3.9,0,6.9,0,3.5,1.8,12.9,10.8,60.2,1.8,17.3,19.6,40,17.7,3.5,58.6,41.4
id_008707,test,NA,4506,39.995122,-76.700542,1922,151,6.1,2.52,1.97,6.5,2,10.5,5.2,12.9,11,36.4,6.6,9,0,6.6,18.4,58.2,14.5,2.3,78.1,21.9
id_008708,valid,401000,3386,34.046847,-118.242641,1650,233,1.8,1.32,1.33,9.9,10.2,7.9,20.5,14.7,9.2,4.2,3.7,19.8,42.4,45.8,7.4,3.9,0,0.5,18.1,81.9
id_008709,valid,871600,3844,37.891135,-122.28171,1751,107,6.2,2.48,2.06,0,0.5,0.8,1.8,1.4,4.2,8.1,4.1,79.2,0.5,11.5,23.9,38.3,17,8.8,82.4,17.6
id_008710,train,157600,4219,38.534946,-121.468886,1367,155,4.6,4.23,3.09,1.8,7.9,2.8,8.6,13.6,3.8,21,16.4,24.1,1.5,15.4,37.1,30.5,15,0.6,41.2,58.8
id_008711,train,349200,5481,38.630954,-121.31375,2584,130,5.2,2.62,2.32,2.9,5,8.7,18.3,16.1,19.6,22.8,4.3,2.3,3.5,20.8,24.8,26.6,21.4,2.9,52.7,47.3
id_008712,test,NA,4957,40.238346,-75.466453,1764,74,7,2.89,1.82,0.6,9,33.5,9.8,17.5,3.3,9,3.7,13.5,3.3,3.7,3.7,51,36.8,1.5,88.1,11.9
id_008713,test,NA,2328,40.412966,-79.697849,930,51,7.4,2.54,1.42,0.8,4.5,23.8,11.8,23.5,8.8,11.6,4.6,10.5,0,2.5,11.9,34.5,46.9,4.2,97.8,2.2
id_008714,test,NA,2666,40.941216,-78.974748,1409,99,5.8,2.31,1.71,0,0.6,2.3,3.5,14.9,4.6,4.5,14.3,55.3,0,23.6,22,35.7,16.5,2.3,53.2,46.8
id_008715,train,353500,4769,35.397421,-119.162837,1532,182,6.9,3.1,1.8,22.7,26,30.3,6,9.4,1.4,0,1.4,2.9,0,0,3,31.8,51.2,14,93.2,6.8
id_008716,test,NA,2669,40.480284,-79.951322,1528,402,5.2,1.95,2.77,0,1.4,0,2.1,2,0.7,0.7,1.2,92,0,13.7,47,33.3,6,0,66.3,33.7
id_008717,train,421900,3510,33.919874,-118.286475,1265,118,4.3,3.25,2.97,0,11.5,8.3,0,11.5,23.2,21.1,18.2,6.1,9.4,20.2,37.9,23,9.6,0,32.9,67.1
id_008718,train,279500,1146,33.921898,-118.0665,182,7,4.8,3.19,2,0,0,0,52.2,0,0,42.9,4.9,0,3.8,11.5,21.4,58.2,4.9,0,88,12
id_008719,train,686500,5085,37.316472,-121.896115,1778,99,5.1,2.76,3.05,3.1,1.1,4,12.5,1,5.2,14.2,9.4,49.4,2.2,14.6,42.5,24.2,11.6,4.8,52.3,47.7
id_008720,valid,516200,4989,38.681812,-121.064685,1903,138,7.2,2.77,3.49,16.8,18.1,38.7,22.2,2.5,1.3,0,0,0.4,0,0,5.7,38.6,36.5,19.2,90.2,9.8
id_008721,valid,128400,3977,37.955187,-121.246618,1262,81,4.6,3.6,3.05,3.3,1.9,1.7,0.2,18,18.2,18.8,14.9,23,0.6,11.3,48.3,30.1,9.7,0,51.3,48.7
id_008722,train,255800,3812,33.979388,-117.352893,1215,280,3.5,3.46,3.61,3.1,4,2.8,2.6,15.2,24.9,35.4,4.7,7.3,2.3,47.9,28.6,11,7,3.1,15.7,84.3
id_008723,test,NA,3871,40.115575,-75.189722,1499,23,6.4,2.74,1.85,0,0.5,0.4,5.4,5.3,12.2,30.7,36.4,9.2,0,0,20.9,52.2,26.9,0,81.7,18.3
id_008724,train,391100,3845,34.120067,-117.619369,1353,45,5.9,2.8,3.24,4,4.8,3.3,10.2,34.1,24.6,15.7,1.8,1.5,0,2.1,12.3,50.4,31.6,3.5,82.2,17.8
id_008725,valid,468200,4665,33.927254,-117.894372,2031,157,3.9,2.42,2.07,0,3.4,7.2,17.9,47.9,20.6,1.4,0.7,0.9,1.4,32,37.7,18.4,8.5,2.2,38.5,61.5
