obs_id,train_id,duration,day,hour,minute,weekday,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,pickup_NTACode,dropoff_NTACode
id_006912,test,NA,16,12,23,2,-73.98053741455078,40.7601432800293,-73.97479248046875,40.76190185546875,0.4,MN17,MN17
id_006913,train,2667,24,11,1,3,-73.97933197021484,40.749610900878906,-73.9830093383789,40.76681900024414,1.72,MN20,MN15
id_006914,train,782,9,22,0,2,-73.98194122314453,40.75590133666992,-73.96379089355469,40.761505126953125,1.65,MN17,MN31
id_006915,train,1868,16,7,17,2,-73.95572662353516,40.819480895996094,-73.975067138671875,40.7529182434082,5.83,MN06,MN19
id_006916,train,752,20,8,7,6,-73.94615173339844,40.77378845214844,-73.97496032714844,40.7531852722168,2.45,MN32,MN19
id_006917,valid,147,14,19,7,7,-73.98042297363281,40.71406555175781,-73.98481750488281,40.71316146850586,0.33,MN28,MN28
id_006918,train,665,4,18,49,4,-73.9688720703125,40.764190673828125,-73.95677185058594,40.78042984008789,1.52,MN40,MN40
id_006919,train,310,5,9,36,5,-73.98863983154297,40.74894332885742,-73.98368835449219,40.75124740600586,0.45,MN17,MN17
id_006920,train,582,19,10,50,5,-73.95723724365234,40.78588104248047,-73.96257019042969,40.7723388671875,1.14,MN99,MN40
id_006921,valid,698,26,8,16,5,-73.9920654296875,40.74428176879883,-73.97386932373047,40.760101318359375,1.7,MN13,MN17
id_006922,valid,470,11,8,8,4,-73.94634246826172,40.773040771484375,-73.96083068847656,40.77589416503906,0.9,MN32,MN40
id_006923,train,1408,30,19,10,2,-73.998687744140625,40.72291564941406,-73.97515869140625,40.78788375854492,5.48,MN24,MN12
id_006924,test,NA,6,16,36,6,-73.98200225830078,40.758033752441406,-73.99571228027344,40.75423812866211,2.1,MN17,MN13
id_006925,train,270,20,19,42,6,-74.00901794433594,40.726139068603516,-74.00634002685547,40.73950958251953,0.95,MN24,MN23
id_006926,train,1194,26,10,8,5,-73.99668884277344,40.74763107299805,-73.97721862792969,40.748600006103516,1.4,MN17,MN20
id_006927,test,NA,13,14,10,6,-74.0029525756836,40.7230224609375,-73.99351501464844,40.72904586791992,0.9,MN24,MN23
id_006928,train,1963,17,15,0,3,-73.98583221435547,40.743621826171875,-73.95720672607422,40.779869079589844,3.02,MN13,MN40
id_006929,train,528,7,23,23,7,-73.9793701171875,40.761512756347656,-73.9788818359375,40.78167724609375,1.83,MN17,MN12
id_006930,train,610,18,12,21,4,-73.99542999267578,40.72692108154297,-73.99881744384766,40.734039306640625,0.94,MN23,MN23
id_006931,valid,396,2,20,18,2,-73.98270416259766,40.775604248046875,-73.975341796875,40.761356353759766,1.47,MN14,MN17
id_006932,test,NA,19,20,53,5,-73.97041320800781,40.75947952270508,-73.95549774169922,40.782371520996094,1.98,MN19,MN40
id_006933,train,1638,11,8,19,4,-73.981658935546875,40.78351593017578,-73.96966552734375,40.760555267333984,2.26,MN12,MN19
id_006934,train,1288,28,17,57,7,-73.962188720703125,40.7791862487793,-73.99864196777344,40.7169075012207,7.58,MN99,MN27
id_006935,train,1023,2,7,3,2,-73.98423767089844,40.7678337097168,-74.00525665283203,40.71623611450195,4,MN15,MN24
id_006936,train,524,29,3,32,1,-74.00614166259766,40.74296188354492,-73.99512481689453,40.7602653503418,1.94,MN13,MN15
id_006937,valid,429,9,6,37,2,-73.98760986328125,40.77912139892578,-73.98278045654297,40.76253890991211,1.36,MN14,MN17
id_006938,valid,709,3,0,1,3,-73.99676513671875,40.72134017944336,-74.00724029541016,40.74113082885742,2.09,MN24,MN23
id_006939,test,NA,30,1,45,2,-73.98702239990234,40.720970153808594,-73.98497772216797,40.715579986572266,0.57,MN27,MN28
id_006940,test,NA,28,12,43,7,-74.0016098022461,40.7567253112793,-73.99462127685547,40.760684967041016,0.7,MN13,MN15
id_006941,train,991,1,11,36,1,-73.99381256103516,40.75176239013672,-73.9793930053711,40.78489685058594,3.6,MN13,MN12
id_006942,valid,398,25,19,4,4,-73.99595642089844,40.7441291809082,-74.00287628173828,40.730960845947266,1.03,MN13,MN23
id_006943,valid,446,13,14,32,6,-73.9921646118164,40.74941635131836,-74.00762176513672,40.74074935913086,1.3,MN17,MN23
id_006944,train,621,6,15,24,6,-73.9658432006836,40.771240234375,-73.9596939086914,40.77988052368164,0.68,MN40,MN40
id_006945,train,367,11,18,31,4,-74.00660705566406,40.73154067993164,-74.00482177734375,40.74613952636719,1.29,MN23,MN13
id_006946,train,483,7,15,54,7,-73.94426727294922,40.775733947753906,-73.9618148803711,40.759613037109375,1.6,MN32,MN31
id_006947,train,1944,5,9,44,5,-73.98522186279297,40.7687873840332,-74.005157470703125,40.72919845581055,3.3,MN14,MN23
id_006948,test,NA,14,18,1,7,-73.98057556152344,40.75351333618164,-74.0093765258789,40.73835372924805,2.3,MN17,MN23
id_006949,train,1077,10,0,14,3,-73.971343994140625,40.75775909423828,-73.91145324707031,40.744876861572266,4.1,MN19,QN31
id_006950,train,1103,12,0,56,5,-73.99597930908203,40.729408264160156,-73.99028015136719,40.74840545654297,2.4,MN23,MN17
id_006951,test,NA,4,13,8,4,-74.00882720947266,40.70713806152344,-73.980316162109375,40.75312423706055,5.3,MN25,MN20
id_006952,valid,1274,19,7,18,5,-74.007568359375,40.73223876953125,-73.96569061279297,40.76227569580078,3.8,MN23,MN31
id_006953,train,502,4,14,55,4,-73.961273193359375,40.764827728271484,-73.9745101928711,40.75224685668945,1.31,MN31,MN19
id_006954,train,4067,27,16,27,6,-73.94905853271484,40.7846794128418,-73.78397369384766,40.643577575683594,18.2,MN32,QN98
id_006955,train,1327,5,7,28,5,-73.94837188720703,40.78651809692383,-73.97879791259766,40.75606918334961,3.11,MN33,MN17
id_006956,train,618,25,11,8,4,-73.966400146484375,40.76736068725586,-73.95709228515625,40.786041259765625,1.52,MN40,MN40
id_006957,train,1642,4,19,43,4,-73.99163055419922,40.751121520996094,-73.9444808959961,40.84088897705078,7.85,MN17,MN36
id_006958,train,382,8,17,52,1,-73.98677062988281,40.750789642333984,-73.97872161865234,40.76193618774414,0.8,MN17,MN17
id_006959,test,NA,22,23,57,1,-73.98816680908203,40.73778533935547,-73.92059326171875,40.75572204589844,5.19,MN13,QN70
id_006960,train,292,10,11,15,3,-73.99629211425781,40.724063873291016,-73.99176025390625,40.729957580566406,0.4,MN24,MN23
id_006961,valid,308,13,21,48,6,-73.97554779052734,40.755699157714844,-73.98212432861328,40.760948181152344,0.6,MN17,MN17
id_006962,valid,1113,3,21,32,3,-73.975189208984375,40.750221252441406,-73.97315979003906,40.78446960449219,3.18,MN20,MN12
id_006963,train,1005,22,1,38,1,-73.9900894165039,40.72941970825195,-74.0051040649414,40.7072868347168,1.7,MN22,MN25
id_006964,test,NA,20,18,22,6,-73.95283508300781,40.77820587158203,-73.96775817871094,40.78738021850586,1.29,MN32,MN99
id_006965,valid,1219,16,23,6,2,-73.98359680175781,40.750030517578125,-73.99317932128906,40.6786003112793,7.68,MN17,BK33
id_006966,test,NA,19,22,11,5,-73.9686508178711,40.75474166870117,-73.95606994628906,40.713775634765625,5.74,MN19,BK73
id_006967,test,NA,6,9,5,6,-73.95833587646484,40.78168487548828,-73.95306396484375,40.79147720336914,0.8,MN40,MN33
id_006968,train,514,1,10,1,1,-73.99005126953125,40.75681686401367,-73.97600555419922,40.776058197021484,1.53,MN17,MN99
id_006969,test,NA,31,18,43,3,-73.96468353271484,40.8017692565918,-73.94512939453125,40.82109832763672,1.92,MN09,MN04
id_006970,train,453,22,21,43,1,-73.9715805053711,40.76223373413086,-73.98384857177734,40.74398422241211,1.5,MN17,MN17
id_006971,train,556,8,18,5,1,-73.97532653808594,40.75825119018555,-73.95394134521484,40.770748138427734,1.87,MN17,MN31
id_006972,train,903,12,17,40,5,-73.99303436279297,40.747955322265625,-74.00243377685547,40.760414123535156,1.39,MN17,MN13
id_006973,train,585,7,15,32,7,-73.977386474609375,40.7521858215332,-73.98008728027344,40.76548767089844,1.28,MN19,MN17
id_006974,valid,585,31,9,44,3,-73.98409271240234,40.755332946777344,-73.9751205444336,40.76526641845703,0.8,MN17,MN99
id_006975,valid,535,20,9,41,6,-73.9691162109375,40.76359176635742,-73.956756591796875,40.76487731933594,0.8,MN40,MN31
id_006976,valid,5374,19,15,23,5,-73.988311767578125,40.723602294921875,-73.7895736694336,40.64701461791992,17.4,MN22,QN98
id_006977,valid,206,30,22,44,2,-73.99198150634766,40.759010314941406,-73.99427032470703,40.746070861816406,1.25,MN15,MN17
id_006978,train,460,5,14,18,5,-73.98954772949219,40.72060012817383,-73.98384857177734,40.73772048950195,1.5,MN27,MN21
id_006979,test,NA,6,19,18,6,-74.00016021728516,40.743019104003906,-74.002685546875,40.73073959350586,1.1,MN13,MN23
id_006980,test,NA,12,20,27,5,-73.98497772216797,40.75376892089844,-73.96418762207031,40.75627899169922,1.57,MN17,MN19
id_006981,train,638,16,12,35,2,-74.01081085205078,40.71107864379883,-73.997833251953125,40.72299575805664,1.22,MN25,MN24
id_006982,train,2643,12,18,49,5,-73.99665069580078,40.73617172241211,-73.94591522216797,40.807159423828125,6.2,MN23,MN11
id_006983,train,441,2,16,50,2,-73.99348449707031,40.746612548828125,-73.9921646118164,40.73051071166992,1.4,MN17,MN23
id_006984,train,410,19,20,49,5,-73.979949951171875,40.734981536865234,-73.97795104980469,40.748291015625,1.17,MN21,MN20
id_006985,train,898,15,19,42,1,-73.98692321777344,40.740543365478516,-73.96208190917969,40.76766586303711,2.7,MN13,MN31
id_006986,valid,485,27,13,47,6,-74.00055694580078,40.742435455322266,-73.992034912109375,40.74284362792969,0.6,MN13,MN13
id_006987,test,NA,27,10,14,6,-73.95774841308594,40.78217697143555,-73.97289276123047,40.79581069946289,1.64,MN40,MN12
id_006988,train,803,23,7,57,2,-73.97868347167969,40.76232147216797,-73.99214172363281,40.74959945678711,1.88,MN17,MN17
id_006989,train,190,12,22,48,5,-73.9853515625,40.73194885253906,-73.98027801513672,40.73429870605469,0.54,MN22,MN21
id_006990,train,1027,2,18,38,2,-73.99329376220703,40.75236892700195,-73.91943359375,40.74504089355469,4.4,MN17,QN31
id_006991,train,407,23,18,32,2,-74.00712585449219,40.74144744873047,-73.99018096923828,40.73933029174805,1.17,MN23,MN13
id_006992,test,NA,3,0,13,3,-74.0033950805664,40.743595123291016,-73.97534942626953,40.74634552001953,2,MN13,MN20
id_006993,train,830,26,22,45,5,-73.99829864501953,40.72257995605469,-73.9515609741211,40.714351654052734,2.88,MN24,BK90
id_006994,train,252,15,8,28,1,-73.97794342041016,40.77867889404297,-73.99117279052734,40.774898529052734,1.03,MN14,MN14
id_006995,train,115,22,4,15,1,-73.98735046386719,40.75579071044922,-73.99115753173828,40.74502182006836,0.76,MN17,MN13
id_006996,train,684,4,7,44,4,-73.95536804199219,40.782928466796875,-73.96946716308594,40.790279388427734,1.6,MN40,MN12
id_006997,train,308,6,1,47,6,-73.93505859375,40.7965087890625,-73.941864013671875,40.80632400512695,1.1,MN34,MN34
id_006998,train,1491,4,14,28,4,-73.95413970947266,40.78447723388672,-73.97576904296875,40.7507209777832,2.7,MN40,MN20
id_006999,valid,975,28,11,4,7,-73.9833984375,40.73851013183594,-73.872802734375,40.774314880371094,9.03,MN21,QN98
id_007000,valid,99,12,20,30,5,-73.95564270019531,40.76828384399414,-73.95061492919922,40.77517318725586,0.59,MN31,MN32
id_007001,train,578,4,21,57,4,-73.99810028076172,40.74055480957031,-73.978546142578125,40.75251770019531,1.8,MN13,MN17
id_007002,train,633,31,8,10,3,-73.94721984863281,40.77582550048828,-73.95570373535156,40.778724670410156,0.53,MN32,MN40
id_007003,train,1093,15,13,9,1,-73.97728729248047,40.72636032104492,-73.97705078125,40.726558685302734,2.52,MN28,MN28
id_007004,train,124,6,17,6,6,-73.9544677734375,40.78963851928711,-73.96378326416016,40.792179107666016,0.59,MN33,MN99
id_007005,train,1030,4,15,38,4,-73.970428466796875,40.752105712890625,-73.99552154541016,40.721134185791016,2.7,MN19,MN24
id_007006,train,491,30,10,51,2,-73.98705291748047,40.73890686035156,-73.999725341796875,40.718013763427734,1.8,MN21,MN24
id_007007,test,NA,1,14,31,1,-73.97704315185547,40.742008209228516,-73.972808837890625,40.74763107299805,0.68,MN20,MN19
id_007008,train,716,5,17,33,5,-73.96253204345703,40.79475021362305,-73.98172760009766,40.78019332885742,1.82,MN12,MN14
id_007009,train,333,31,23,18,3,-73.98468017578125,40.76007080078125,-73.97816467285156,40.765201568603516,1.1,MN17,MN17
id_007010,train,514,6,10,58,6,-73.95941925048828,40.760250091552734,-73.96524810791016,40.75764083862305,0.68,MN31,MN19
id_007011,test,NA,13,5,43,6,-73.9405746459961,40.793331146240234,-73.99739074707031,40.74171829223633,5.41,MN34,MN13
id_007012,train,374,17,17,46,3,-73.96110534667969,40.75698471069336,-73.97257232666016,40.75835037231445,0.8,MN19,MN19
id_007013,train,1665,19,11,21,5,-73.9605941772461,40.775691986083984,-73.8728256225586,40.77434158325195,8.6,MN40,QN98
id_007014,train,2177,10,15,36,3,-73.99851989746094,40.745235443115234,-73.9480972290039,40.77863311767578,4.57,MN13,MN32
id_007015,train,417,26,13,11,5,-73.98638153076172,40.74298858642578,-73.99537658691406,40.73971176147461,0.82,MN13,MN13
id_007016,train,440,27,11,32,6,-73.97539520263672,40.757240295410156,-73.96600341796875,40.770957946777344,1,MN17,MN40
id_007017,valid,563,27,23,35,6,-73.98931121826172,40.743858337402344,-73.9734115600586,40.73799133300781,1.3,MN13,MN20
id_007018,train,2998,22,10,56,1,-73.99088287353516,40.7607307434082,-74.0167007446289,40.70478057861328,5.15,MN15,MN25
id_007019,train,465,20,20,37,6,-74.00672912597656,40.75419998168945,-73.98615264892578,40.77545166015625,2.26,MN13,MN14
id_007020,test,NA,3,7,35,3,-74.00296783447266,40.731781005859375,-74.013580322265625,40.71451950073242,2,MN23,MN25
id_007021,valid,856,12,11,6,5,-73.97734832763672,40.76621627807617,-73.99037170410156,40.75092697143555,1.94,MN99,MN17
id_007022,train,570,1,20,38,1,-73.98301696777344,40.77156066894531,-73.96028900146484,40.776371002197266,2.15,MN14,MN40
id_007023,test,NA,28,13,21,7,-73.98274993896484,40.7226676940918,-73.98426818847656,40.72919845581055,0.6,MN28,MN22
id_007024,valid,330,12,21,41,5,-74.00489807128906,40.72101974487305,-74.01023864746094,40.71721267700195,0.9,MN24,MN24
id_007025,train,629,12,19,12,5,-74.01216888427734,40.708824157714844,-74,40.73206329345703,1.79,MN25,MN23
id_007026,train,1161,28,9,51,7,-73.95106506347656,40.78578186035156,-74.008026123046875,40.71577072143555,8.2,MN40,MN24
id_007027,valid,1612,10,13,59,3,-73.961212158203125,40.76506042480469,-73.99012756347656,40.74029541015625,3.4,MN31,MN13
id_007028,test,NA,11,18,38,4,-73.98872375488281,40.73689651489258,-73.99983215332031,40.72032165527344,1.52,MN21,MN24
id_007029,train,257,8,2,25,1,-74.00251007080078,40.75004959106445,-73.99832916259766,40.760948181152344,0.96,MN13,MN15
id_007030,train,1740,2,0,50,2,-74.00372314453125,40.722171783447266,-73.94779205322266,40.825321197509766,9.1,MN24,MN04
id_007031,train,468,16,8,44,2,-74.01544952392578,40.71629333496094,-74.00780487060547,40.703407287597656,1.6,MN25,MN25
id_007032,train,215,3,7,23,3,-73.96998596191406,40.76538848876953,-73.96138763427734,40.77959442138672,1.1,MN40,MN40
id_007033,train,285,9,7,52,2,-73.99149322509766,40.72998046875,-73.99565124511719,40.73335266113281,0.6,MN23,MN23
id_007034,test,NA,21,15,11,7,-73.98108673095703,40.77076721191406,-73.99098205566406,40.76585388183594,0.93,MN14,MN15
id_007035,train,470,7,4,30,7,-73.97747039794922,40.77937316894531,-73.957183837890625,40.80205535888672,2.1,MN12,MN11
id_007036,train,1403,12,4,29,5,-73.98539733886719,40.76317596435547,-73.8615493774414,40.768165588378906,10.38,MN17,QN98
id_007037,train,443,9,9,31,2,-73.9756088256836,40.77674865722656,-73.95833587646484,40.778804779052734,1.52,MN14,MN40
id_007038,test,NA,13,15,38,6,-73.96724700927734,40.76362609863281,-73.96729278564453,40.7879638671875,2.3,MN40,MN99
id_007039,train,161,8,11,36,1,-73.98958587646484,40.741363525390625,-73.9977035522461,40.74032211303711,0.6,MN13,MN13
id_007040,train,1080,2,21,52,2,-74.00074768066406,40.732303619384766,-73.97940826416016,40.7751350402832,3.5,MN23,MN14
id_007041,train,376,23,20,29,2,-73.99519348144531,40.71985626220703,-74.0015869140625,40.72727966308594,0.8,MN24,MN24
id_007042,train,467,4,21,18,4,-73.96429443359375,40.77621841430664,-73.98384857177734,40.77458190917969,1.4,MN40,MN14
id_007043,valid,914,6,10,9,6,-73.9810791015625,40.76784896850586,-73.9715576171875,40.763710021972656,1.21,MN99,MN40
id_007044,train,580,7,14,4,7,-73.9713134765625,40.75764083862305,-73.94970703125,40.784610748291016,2.25,MN19,MN32
id_007045,train,470,25,10,14,4,-73.975433349609375,40.750404357910156,-73.986175537109375,40.74565887451172,0.8,MN20,MN17
id_007046,train,1230,24,8,14,3,-73.961639404296875,40.796043395996094,-73.94550323486328,40.78673553466797,1.8,MN12,MN33
id_007047,train,1480,26,18,41,5,-73.98847198486328,40.76426696777344,-73.9697265625,40.75855255126953,1.5,MN15,MN19
id_007048,train,424,2,18,1,2,-73.9483642578125,40.774051666259766,-73.94526672363281,40.790733337402344,1.46,MN32,MN33
id_007049,train,862,27,6,10,6,-73.993133544921875,40.730003356933594,-73.97772216796875,40.77687072753906,4.1,MN23,MN14
id_007050,test,NA,28,1,24,7,-74.00123596191406,40.73672866821289,-73.98741149902344,40.72243881225586,1.6,MN23,MN27
id_007051,test,NA,23,17,33,2,-74.00434875488281,40.748661041259766,-73.9902572631836,40.73175048828125,1.94,MN13,MN22
id_007052,train,639,7,0,41,7,-73.97114562988281,40.75124740600586,-74.00178527832031,40.73966598510742,2.53,MN19,MN13
id_007053,train,330,25,9,39,4,-73.97058868408203,40.76438903808594,-73.98079681396484,40.76959991455078,0.75,MN40,MN14
id_007054,valid,635,7,18,14,7,-73.97230529785156,40.764007568359375,-73.977874755859375,40.74584197998047,1.8,MN40,MN20
id_007055,valid,569,13,23,43,6,-73.98921966552734,40.72198486328125,-74.00301361083984,40.714698791503906,1.3,MN27,MN24
id_007056,train,132,29,12,20,1,-74.00456237792969,40.716365814208984,-74.00883483886719,40.71370315551758,0.39,MN24,MN24
id_007057,test,NA,19,13,41,5,-74.0088119506836,40.7117919921875,-74.00675964355469,40.70671844482422,1.4,MN24,MN25
id_007058,test,NA,11,10,23,4,-73.99141693115234,40.7501220703125,-73.97895812988281,40.7502555847168,0.95,MN17,MN20
id_007059,train,265,18,18,27,4,-73.95092010498047,40.7747802734375,-73.95855712890625,40.76689147949219,0.87,MN32,MN31
id_007060,train,329,8,23,19,1,-73.99693298339844,40.74736022949219,-73.987701416015625,40.760250091552734,1.02,MN17,MN15
id_007061,train,1383,24,12,20,3,-73.98368072509766,40.775718688964844,-73.96275329589844,40.77656173706055,1.65,MN14,MN40
id_007062,train,845,5,19,20,5,-73.9764633178711,40.79085922241211,-74.00830078125,40.74761962890625,3.6,MN12,MN13
id_007063,train,801,25,10,30,4,-73.9579086303711,40.77635955810547,-73.969757080078125,40.762508392333984,1.2,MN40,MN19
id_007064,test,NA,16,21,58,2,-73.98674011230469,40.742488861083984,-73.985748291015625,40.76613998413086,2.19,MN13,MN15
id_007065,train,639,23,12,46,2,-73.95084381103516,40.77745056152344,-73.96314239501953,40.754371643066406,2.64,MN32,MN19
id_007066,train,1112,5,18,46,5,-73.99858856201172,40.734920501708984,-73.9618148803711,40.70977783203125,3.5,MN23,BK73
id_007067,train,2203,10,13,11,3,-73.991363525390625,40.750301361083984,-74.007080078125,40.71731185913086,5.26,MN17,MN24
id_007068,train,1469,25,18,55,4,-73.99222564697266,40.74897766113281,-73.98200988769531,40.76474380493164,1.6,MN17,MN17
id_007069,valid,715,17,21,35,3,-74.01532745361328,40.715415954589844,-74.00237274169922,40.760475158691406,3.62,MN25,MN13
id_007070,train,1473,24,18,1,3,-73.967498779296875,40.75621032714844,-73.87287902832031,40.77429962158203,9,MN19,QN98
id_007071,valid,339,29,20,38,1,-73.9764633178711,40.76567840576172,-73.985321044921875,40.76866912841797,0.86,MN17,MN14
id_007072,train,1306,17,20,3,3,-73.96453094482422,40.75731658935547,-74.00176239013672,40.7286262512207,3.4,MN19,MN23
id_007073,train,276,19,10,12,5,-73.99457550048828,40.731842041015625,-73.99671173095703,40.73749923706055,0.5,MN23,MN13
id_007074,valid,996,27,21,50,6,-73.99817657470703,40.72270965576172,-73.99131774902344,40.74919128417969,2.2,MN24,MN17
id_007075,train,165,23,20,46,2,-73.97120666503906,40.763980865478516,-73.9608154296875,40.77798843383789,1.17,MN40,MN40
id_007076,train,176,8,8,5,1,-73.99051666259766,40.77069091796875,-73.97289276123047,40.76362991333008,1.05,MN15,MN17
id_007077,test,NA,18,8,15,4,-73.96205139160156,40.77653884887695,-73.9570541381836,40.78335189819336,0.5,MN40,MN40
id_007078,train,1864,26,8,54,5,-73.95760345458984,40.774192810058594,-73.95933532714844,40.76760482788086,0.5,MN40,MN31
id_007079,valid,483,1,10,36,1,-73.96000671386719,40.781314849853516,-73.9765396118164,40.77653503417969,1.45,MN40,MN14
id_007080,train,350,10,6,45,3,-73.95579528808594,40.77178955078125,-73.95124816894531,40.778709411621094,0.88,MN31,MN32
id_007081,train,564,21,17,41,7,-73.98265838623047,40.76769256591797,-73.96785736083984,40.760868072509766,0.89,MN14,MN19
id_007082,train,205,20,15,8,6,-73.97490692138672,40.759178161621094,-73.97693634033203,40.764320373535156,0.47,MN17,MN17
id_007083,test,NA,26,7,17,5,-73.99474334716797,40.75031661987305,-74.00977325439453,40.72121810913086,3.47,MN17,MN24
id_007084,train,710,14,2,16,7,-73.99964904785156,40.73861312866211,-73.98499298095703,40.72407913208008,1.65,MN13,MN22
id_007085,valid,200,28,14,46,7,-73.9470443725586,40.7762336730957,-73.95255279541016,40.76641845703125,0.9,MN32,MN31
id_007086,train,348,21,19,4,7,-73.97415924072266,40.78382110595703,-73.98278045654297,40.772239685058594,0.9,MN12,MN14
id_007087,train,279,1,12,37,1,-73.965606689453125,40.76287078857422,-73.95091247558594,40.77078628540039,1.2,MN31,MN31
id_007088,test,NA,28,21,30,7,-73.99164581298828,40.72368240356445,-73.98118591308594,40.72086715698242,0.6,MN27,MN28
id_007089,valid,565,1,17,39,1,-74.00345611572266,40.7269287109375,-74.00933837890625,40.72008514404297,1,MN24,MN24
id_007090,train,837,3,1,35,3,-73.984710693359375,40.75910568237305,-74.01245880126953,40.70725631713867,4.1,MN17,MN25
id_007091,test,NA,26,10,19,5,-73.95545959472656,40.764434814453125,-73.953857421875,40.77913284301758,1.3,MN31,MN40
id_007092,test,NA,15,20,29,1,-74.00001525878906,40.7180061340332,-73.9473648071289,40.747928619384766,7.1,MN24,QN31
id_007093,valid,897,3,12,48,3,-74.00064849853516,40.75776672363281,-73.98240661621094,40.75728225708008,1.4,MN13,MN17
id_007094,train,783,13,21,43,6,-73.96256256103516,40.758888244628906,-73.97966003417969,40.78647994995117,2.92,MN19,MN12
id_007095,train,1329,6,22,32,6,-73.969879150390625,40.76002502441406,-74.00682830810547,40.73173141479492,3.52,MN19,MN23
id_007096,valid,269,17,22,43,3,-73.98799896240234,40.737953186035156,-73.98043060302734,40.75108337402344,1.15,MN21,MN20
id_007097,train,673,30,0,34,2,-73.98481750488281,40.74813461303711,-73.98667907714844,40.761417388916016,1.5,MN17,MN17
id_007098,train,839,19,8,58,5,-73.94269561767578,40.79082489013672,-73.95585632324219,40.77631759643555,1.5,MN33,MN40
id_007099,train,1752,3,14,11,3,-73.96855163574219,40.750667572021484,-73.98108673095703,40.7581787109375,1.28,MN19,MN17
id_007100,train,1740,31,18,12,3,-73.98014068603516,40.76046371459961,-73.91699981689453,40.76278305053711,5.03,MN17,QN70
id_007101,train,240,7,6,51,7,-73.96581268310547,40.76239776611328,-73.956146240234375,40.764495849609375,0.76,MN31,MN31
id_007102,train,542,28,22,15,7,-74.01129150390625,40.70701599121094,-73.9970474243164,40.714622497558594,1.4,MN25,MN27
id_007103,train,710,26,18,29,5,-74.00682067871094,40.7489128112793,-74.00862121582031,40.73204040527344,1.2,MN13,MN23
id_007104,train,1276,3,10,5,3,-74.000885009765625,40.72582244873047,-73.97300720214844,40.752845764160156,2.77,MN24,MN19
id_007105,train,432,12,18,11,5,-73.9679946899414,40.78717803955078,-73.97899627685547,40.777587890625,1.04,MN12,MN14
id_007106,test,NA,10,21,37,3,-73.9515380859375,40.77000045776367,-73.966278076171875,40.76490020751953,1.2,MN31,MN40
id_007107,train,892,12,20,23,5,-73.99458312988281,40.718910217285156,-74.00463104248047,40.74068069458008,2.15,MN27,MN13
id_007108,test,NA,5,11,31,5,-73.994781494140625,40.74472427368164,-74.00689697265625,40.75138473510742,1,MN13,MN13
id_007109,test,NA,3,22,4,3,-73.977874755859375,40.75498580932617,-73.9778060913086,40.74716567993164,0.8,MN17,MN20
id_007110,train,1612,8,22,42,1,-73.94544219970703,40.83356857299805,-73.97895050048828,40.76218032836914,5.56,MN36,MN17
id_007111,train,175,29,11,52,1,-73.950958251953125,40.774688720703125,-73.938262939453125,40.79201889038086,1.37,MN32,MN33
id_007112,valid,308,3,6,40,3,-73.98983001708984,40.75668716430664,-73.97767639160156,40.75376510620117,1,MN17,MN17
id_007113,valid,945,21,10,34,7,-73.95501708984375,40.772369384765625,-73.98683166503906,40.74388885498047,4,MN31,MN13
id_007114,valid,916,2,18,15,2,-73.96360778808594,40.76171875,-73.98332214355469,40.76694869995117,1.43,MN31,MN15
id_007115,train,274,30,10,35,2,-73.97853088378906,40.736759185791016,-73.99098205566406,40.73740005493164,0.98,MN21,MN13
id_007116,train,301,7,12,45,7,-73.96155548095703,40.81166458129883,-73.9690933227539,40.798465728759766,0.9,MN09,MN12
id_007117,valid,1199,7,14,53,7,-73.98477935791016,40.71037673950195,-73.96241760253906,40.778133392333984,5.7,MN28,MN40
id_007118,valid,439,6,23,20,6,-73.998870849609375,40.73472213745117,-74.00446319580078,40.747947692871094,1.36,MN23,MN13
id_007119,train,568,4,9,43,4,-73.97663116455078,40.750736236572266,-73.98946380615234,40.74029541015625,1.22,MN20,MN13
id_007120,train,708,28,12,31,7,-73.98624420166016,40.759639739990234,-73.98258972167969,40.762176513671875,1.3,MN17,MN17
id_007121,train,620,30,13,11,2,-73.97796630859375,40.72917938232422,-74.002593994140625,40.725013732910156,2,MN28,MN24
id_007122,train,1738,16,17,57,2,-73.973388671875,40.76441192626953,-73.99048614501953,40.71872329711914,4.1,MN17,MN27
id_007123,train,687,24,19,40,3,-73.9780502319336,40.75257110595703,-73.99278259277344,40.76463317871094,1.4,MN19,MN15
id_007124,train,639,1,20,56,1,-73.97303009033203,40.75607681274414,-73.992034912109375,40.742637634277344,1.7,MN19,MN13
id_007125,test,NA,24,14,30,3,-73.97538757324219,40.752410888671875,-73.87064361572266,40.77388000488281,8.7,MN19,QN98
id_007126,train,681,10,10,34,3,-73.98112487792969,40.76365280151367,-73.9675521850586,40.76326370239258,1.1,MN17,MN40
id_007127,train,710,6,23,59,6,-74.00038146972656,40.72728729248047,-73.97957611083984,40.735286712646484,1.9,MN23,MN21
id_007128,test,NA,2,9,27,2,-73.98371124267578,40.74667739868164,-73.97578430175781,40.759952545166016,1.16,MN17,MN17
id_007129,valid,298,24,6,27,3,-73.98808288574219,40.75471878051758,-73.98406982421875,40.74345779418945,1.28,MN17,MN17
id_007130,train,557,25,14,10,4,-73.95930480957031,40.77430725097656,-73.96691131591797,40.767398834228516,0.7,MN40,MN40
