obs_id,train_id,median_house_value,population,latitude,longitude,total_units,vacant_units,median_rooms,mean_household_size_owners,mean_household_size_renters,built_2005_or_later,built_2000_to_2004,built_1990s,built_1980s,built_1970s,built_1960s,built_1950s,built_1940s,built_1939_or_earlier,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5_or_more,owners,renters,median_household_income,mean_household_income
id_006512,train,603000,4712,37.308339,-121.79086,1384,146,6.2,3.79,3.63,0.4,15.5,16,7.7,22.4,35.5,0.9,0.6,0.9,14.4,0,2.5,33,35.5,14.5,77.5,22.5,93750,104850
id_006513,train,793900,3461,37.311595,-121.778939,954,24,6.7,3.54,4.4,2.5,9.7,41.1,20,25.2,0,0,0,1.5,0,0,2.5,32.9,39.9,24.6,91.7,8.3,150217,156650
id_006514,valid,911600,7618,37.310399,-121.765004,2081,72,6.9,3.73,3.95,8.9,38.8,42.8,2.4,4.9,0.9,0,0,1.3,0,2.8,2.2,27.5,39.9,27.5,94.6,5.4,186536,193976
id_006515,train,602500,3173,37.2945,-121.759644,1430,17,5.3,2.67,1.9,0,4.1,0.8,34.3,34.9,15.6,9,0,1.3,4.2,9.6,36.4,29,19.8,1.1,69,31,58074,82541
id_006516,valid,685400,5363,37.283602,-121.744115,2570,89,5.6,2.33,1.77,0,2,44.9,25.5,22.1,1.8,3.2,0,0.5,0,0.6,64,16.7,14,4.7,94.6,5.4,84349,113556
id_006517,train,600300,4585,37.301198,-121.788215,1317,4,6.4,3.58,5.11,0,15.2,26.6,33.2,17.3,6.5,0,1.2,0,0,1.1,16.8,40.4,32.3,9.4,85.7,14.3,111360,144035
id_006518,train,466700,3492,37.307663,-121.804444,886,47,5.4,3.74,4.04,0,0,0,13,73.7,5.2,5.1,1.7,1.4,2.4,0,17.4,40.1,38.4,1.8,71,29,90152,99798
id_006519,train,376200,3772,37.30119,-121.809995,979,11,5.6,3.87,4.29,0.8,13.7,4.2,14.5,59.1,5.8,0.5,0,1.3,0.8,0,14.1,53.6,26.9,4.6,74.4,25.6,80548,91305
id_006520,valid,371700,4915,37.332759,-121.839769,962,88,5.2,4.06,6.44,0,5.8,0,4,8,17.9,45.5,7.9,10.9,1.5,1.1,11.7,68.4,13.6,3.6,65.3,34.7,82109,80864
id_006521,valid,362200,5263,37.32445,-121.833502,1182,84,4.7,4.02,3.89,0,1.1,0,3.7,25,35.9,33,0.5,0.8,0.5,12.9,29,38.9,17.3,1.3,34.2,65.8,33813,49500
id_006522,train,380800,6463,37.336089,-121.834414,1153,19,5.3,5.22,6.38,0,0,6.2,2.6,1.5,37.1,45.7,2.9,4,1.5,0,4.3,67.3,22.9,4,65.2,34.8,62333,75550
id_006523,train,514800,6432,37.343966,-121.827137,1295,60,5.8,5.01,4.56,0.9,0,0,0,36.8,54.7,1.1,2.3,4.2,0,3.6,2,52,36.5,5.9,63.4,36.6,56472,78743
id_006524,valid,323800,2182,37.340998,-121.832959,368,64,5.4,5.52,5.95,0,0,2.7,0,17.7,28.8,46.7,4.1,0,0,0,9.5,51.1,20.1,19.3,72.4,27.6,55000,72419
id_006525,valid,419500,6219,37.35435,-121.811565,1286,94,5.4,4.56,5.33,0,0,9.1,5.3,4.9,43.3,29.6,4.4,3.4,0.5,9,11.4,51,19,9,71.2,28.8,60000,72195
id_006526,train,486200,4040,37.349393,-121.801464,860,0,6.1,4.92,5.5,4.7,0,1.4,12.8,20.1,34.1,17.2,1.4,8.4,0,0,5.1,43.5,40.6,10.8,69.7,30.3,85000,98021
id_006527,train,382000,5968,37.349265,-121.819936,1386,37,5,4.37,4.99,0,0,0,6,5.3,25,59.5,2.7,1.5,4.6,3.7,13.6,65.6,10.6,1.9,55.1,44.9,49044,63813
id_006528,valid,492500,3665,37.342682,-121.814756,864,69,6.1,4.37,5.64,0,0,10.6,22.1,18.3,36.9,4.2,7.9,0,0,0,10.3,38.5,49.2,2,81,19,82813,100481
id_006529,train,419800,2992,37.355024,-121.862179,954,41,4.3,3.29,3.24,5.6,2.6,0.3,2,7.8,16.9,40.5,4.3,20.1,4.8,23.6,34.5,31.2,5.9,0,27.2,72.8,46650,62338
id_006530,test,NA,4741,37.347339,-121.853697,1300,135,4.6,3.88,3.56,0,7.4,29,7.3,5.4,11.8,16.1,13.2,9.8,11.8,14.2,29.3,33.6,11,0,43.6,56.4,43854,50539
id_006531,train,486600,4271,37.345523,-121.83939,909,50,5.1,4.7,4.08,0,3.7,15.5,9.4,24.3,19.7,13.1,10.8,3.5,5.4,1.1,24.1,46.5,19.3,3.6,43,57,46806,64562
id_006532,train,329500,5462,37.358229,-121.852676,1440,170,4.5,3.77,4.23,0,0,0,30.7,38.3,16,5.9,6.9,2.2,8.5,5.1,37.2,33.5,15.1,0.6,64.5,35.5,64274,70580
id_006533,train,565300,2725,37.370566,-121.852672,735,0,5.4,3.49,3.02,1.6,1.8,2.7,35.1,35,15.4,0,1.2,7.2,3,2.2,17.1,47.5,21.8,8.4,61.2,38.8,80546,83443
id_006534,train,427400,5088,37.363039,-121.860387,1417,43,4.1,3.5,3.9,0,1.5,3.1,30.1,35.4,12,12.6,0.7,4.7,12,7.2,41.8,26.3,12.7,0,16.7,83.3,27265,45510
id_006535,train,406300,3599,37.354433,-121.847659,967,0,4.5,4.18,3.02,3.3,14.8,21.4,20.8,4.2,5.3,8.6,15.2,6.4,2.9,26.1,25.1,30.8,12.5,2.6,33.2,66.8,35759,46927
id_006536,train,398400,4763,37.349897,-121.845233,1039,24,4.7,4.45,4.63,1,2.4,10,11.9,12.1,9.7,23.1,24.4,5.4,2.4,6.4,42.3,34.7,10.4,3.8,45.2,54.8,50050,69649
id_006537,train,293200,4108,37.361783,-121.845602,1312,34,3.5,2.61,2.82,8.3,7.9,5.3,30.4,7.1,21.9,12.7,2.8,3.7,18.3,23.8,37,20,0,1,36.9,63.1,51408,61752
id_006538,train,316500,2974,37.365185,-121.841744,1162,44,3.5,3.26,2.86,0,10.2,4.6,6.5,36,16.4,22.1,4.3,0,15.1,31.5,47,4.6,1.9,0,30,70,31429,35729
id_006539,train,476800,7884,37.383752,-121.835323,2349,64,5.2,3.63,3.3,3,0,0.7,12,27.4,16.6,29.5,4.8,6,2.4,6.1,19.8,48.9,19.6,3.2,63.7,36.3,70193,79013
id_006540,train,534900,4477,37.382857,-121.849817,1387,90,5.5,3.46,3.96,0,0,9.4,27.6,47.8,4.5,3,6.1,1.5,1.6,0,30.1,29.5,34.3,4.5,76.8,23.2,100750,115231
id_006541,train,457900,4980,37.376787,-121.845727,1574,49,4.8,3.38,3.61,6,0,3.5,29.6,22.3,32.1,3.4,3,0,0.6,6,37.4,36.9,15.7,3.5,69.2,30.8,69464,85540
id_006542,train,518900,5440,37.374057,-121.828903,1570,130,4.9,3.82,3.57,0,5.5,10.6,7.8,21.1,2,33,16.6,3.4,1.5,10.2,32,46.4,8.3,1.6,50.9,49.1,62969,77361
id_006543,train,530500,3301,37.368768,-121.837112,944,0,4.9,4.95,3.61,4.1,5.1,5.3,5.6,14,14.1,20.8,23.4,7.6,3.2,20.9,8.8,41.2,20.7,5.3,35.9,64.1,53571,67609
id_006544,valid,414100,6017,37.359288,-121.827559,1561,55,4.8,4.26,3.93,0,7.9,2.8,21.7,11.3,13,35.7,5.6,2,3.3,10.1,28,45.6,11.6,1.4,56.9,43.1,67833,77152
id_006545,test,NA,5875,37.354334,-121.833617,1418,136,4.6,4.72,3.78,0,20.7,10.7,21.2,15.1,16.1,13,2,1.2,2.8,14.3,32.3,26,23.1,1.5,40.6,59.4,39659,54909
id_006546,valid,477900,4273,37.368757,-121.821026,1152,64,5.6,4.04,5,2.2,3.1,7.9,8.7,2.5,6.1,29.7,21.4,18.5,0,3.3,23.4,47.2,19.7,6.4,66.7,33.3,51912,66767
id_006547,train,516700,5480,37.363898,-121.815534,1480,103,5.3,3.81,5.09,0.7,0,4.3,2,18.8,27.4,34.6,11.8,0.5,0.6,3.5,12,66.1,12.2,5.5,64.3,35.7,68044,82957
id_006548,train,658700,4779,37.383283,-121.821636,1896,44,6.1,2.85,3.09,2.7,3,1.8,10.1,13.6,12.7,34.9,12.7,8.5,0,4.2,21.8,49.4,15.8,8.8,80.9,19.1,92000,118945
id_006549,train,638000,4530,37.370801,-121.803325,1609,162,6.3,2.96,3.91,7.6,2.1,8.5,11.2,25.4,25.7,14.4,3.9,1.3,0,0.7,8.5,44.6,34.7,11.6,90.4,9.6,106563,138200
id_006550,test,NA,5563,37.390791,-121.853826,1759,22,6.2,3.31,3.41,2.9,7.4,2.4,18.6,43.8,17.9,2.9,4.1,0,0,5,21,25,37.9,11.1,81.2,18.8,99947,110615
id_006551,valid,660600,4415,37.403469,-121.837871,1504,19,7,2.77,2.9,0.5,7,11.1,16.4,23.1,26.7,8.7,1.8,4.5,2.1,3.9,8.4,31.6,39,15.2,80.7,19.3,105188,119182
id_006552,train,607000,7062,37.37817,-121.88325,2393,21,5,3.18,2.95,0.3,0,34.5,56.2,5.3,1.2,0.8,0,1.7,0,6.9,29.3,32.6,23.6,7.6,65,35,104167,125689
id_006553,test,NA,4753,37.401653,-121.855152,1340,30,6.5,3.32,4.42,0,0,5.1,5.8,44.6,39.4,5,0,0,0,0.5,2.1,38.3,50.2,8.9,82.1,17.9,89205,104761
id_006554,train,552300,6562,37.409408,-121.859586,2012,17,5.9,3.14,2.99,0.5,0,2.9,11,74.4,5.1,2.8,0.9,2.3,2.2,1.8,19.7,35.3,37.4,3.5,77.4,22.6,70625,87610
id_006555,test,NA,4839,37.386632,-121.87116,1434,7,5.5,3.47,3.33,0.9,3.3,8.7,17.9,60,5.8,2.8,0,0.6,0.4,1.3,12.3,51.5,32.4,2.2,82.4,17.6,86784,96269
id_006556,train,594300,4429,37.382853,-121.876588,1234,49,6.2,3.64,4.23,0,0,6.6,14.5,75.4,2.4,1.1,0,0,0,2.3,7.9,34,48.6,7.2,83.8,16.2,116830,131714
id_006557,test,NA,5265,37.385244,-121.898989,1529,57,4.8,3.26,2.99,17.9,11.6,17.4,18.3,23.7,9,0.8,0,1.2,3.3,6.7,30.7,51.3,5.4,2.6,87,13,76433,94710
id_006558,valid,626900,6936,37.373827,-121.866451,1998,49,5.9,3.58,3.71,9.6,6.8,18.1,18.9,41.3,2.4,3,0,0,5.7,4.4,16,28,32.9,13,67.8,32.2,94943,108873
id_006559,test,NA,2903,37.403313,-121.871277,845,17,6.2,3.5,3.93,0,0,1.8,6.6,77.4,6.6,3.8,3.8,0,0,2.2,1.7,46.9,45.8,3.4,76,24,101818,109891
id_006560,test,NA,5346,37.393253,-121.864464,1589,0,5.6,3.32,3.35,0,3.5,9.2,16.9,40,20.8,5.2,2.3,2.3,5.7,10.3,12.3,37.1,31.2,3.5,64.9,35.1,99009,108228
id_006561,train,591100,5263,37.387531,-121.893627,2109,120,4.3,3.16,2.48,13.5,5.1,43.3,27.3,4.9,5.9,0,0,0,0,11.9,56.5,26,5.2,0.5,36.4,63.6,115607,116139
id_006562,train,538100,5741,37.39867,-121.881053,1825,47,4.9,3.47,3.42,4.8,3.6,14,27.4,42.6,5.4,1.8,0,0.5,6.4,14,25.5,22.1,28.1,3.8,50,50,89259,108351
id_006563,train,567600,4431,37.40871,-121.878998,1255,39,5.9,4.13,3.95,0,4.3,1.9,9.5,42.9,33.3,4.6,0.7,2.7,2.6,6.5,11.6,36.3,34.6,8.4,61.6,38.4,78750,98090
id_006564,test,NA,5450,37.416494,-121.864889,1558,21,6.2,3.21,4.14,0,0,1,4.4,45.2,41.7,4.7,1,2.1,0,3.3,8.4,40.3,42.5,5.5,74,26,86725,103503
id_006565,train,506100,4901,37.439486,-121.880442,1324,70,4.9,3.41,3.68,0.7,0,6.4,15.3,40.2,33.1,2.7,1.1,0.6,0,7.9,31,45.7,12.6,2.9,61.1,38.9,66111,81094
id_006566,valid,607600,1714,37.438181,-121.904322,710,11,4.7,2.76,2.38,0,0,36.6,54.4,8.2,0,0,0,0.8,0,25.6,21.8,33.2,18.2,1.1,57.9,42.1,92361,104050
id_006567,test,NA,5092,37.441437,-121.897599,1542,18,6.2,3.42,3.97,1.8,0,14.1,40.4,37.8,4.5,0,0,1.4,0.5,0.6,6,37.4,50.8,4.7,79.6,20.4,118357,127163
id_006568,test,NA,5116,37.425831,-121.869256,1576,0,6.2,2.9,4.2,0,2.2,23.7,18.8,27.8,25.4,0.6,0.7,0.8,1.1,0.6,3.2,50.4,39.8,4.7,84.3,15.7,129481,136195
id_006569,test,NA,3591,37.421195,-121.876776,1116,84,5.9,3.13,3.16,0,0,8.4,19.8,34.9,35,1.4,0,0.4,0,0,18.9,47.3,33.8,0,86.1,13.9,101719,144110
id_006570,valid,779400,323,37.433009,-121.855566,110,34,8.2,4.53,5.31,0,4.5,4.5,32.7,15.5,11.8,0,0,30.9,0,0,30.9,9.1,23.6,36.4,78.9,21.1,96739,175409
id_006571,train,431700,4883,37.431385,-121.880948,1329,112,4.8,3.56,4.23,2.6,1.3,2,6.6,36,28.3,20.5,2.7,0,0,12.9,29.5,32.2,21.2,4.1,48.9,51.1,71060,75846
id_006572,train,755600,4555,37.449727,-121.886937,1400,45,6.6,3.59,2.52,2.2,0,4.7,35,43.4,12.3,2.4,0,0,0,8.1,12.6,31.1,38.9,9.3,72.2,27.8,105139,116771
id_006573,train,639000,4733,37.45106,-121.901246,1391,72,6.5,3.39,3.76,0,0,7.3,16.9,44.4,28.9,2.5,0,0,0.8,0,10.1,34.7,42.6,11.8,79.1,20.9,101950,110407
id_006574,train,535900,3672,37.458748,-121.906536,1034,0,5.7,3.62,3.55,0,0.9,2.4,15.7,27.4,26.7,25,1.1,1,0.9,2.2,6.3,60.7,22.8,7.1,59.7,40.3,72019,85853
id_006575,valid,584400,2373,37.433589,-121.871107,666,54,6.7,4.08,3.7,0,0,2.1,0,40.1,48.8,5.9,2,1.2,0,0,6.9,44.4,35.9,12.8,77.9,22.1,97115,103082
id_006576,test,NA,9882,37.41959,-121.903605,2646,380,4.3,2.82,3.01,23.1,39.6,15.8,2,10.4,1.6,7.1,0,0.4,0.5,20.5,39.5,34.1,4.4,1.1,46.5,53.5,103250,118767
id_006577,test,NA,4418,37.410063,-121.90641,1257,107,5.5,3.73,4.31,14.2,1.1,10.2,1.4,30.7,34.4,7,0,0.9,1.4,2.7,9.5,60,19.3,7.1,70.3,29.7,86897,104763
id_006578,test,NA,5924,37.452002,-121.915495,2260,240,4.3,3.38,2.65,2.6,3.5,38.8,21.3,25.6,7.1,0.6,0.5,0,0.5,14.9,48.7,23.1,9.7,3.2,51,49,77955,96036
id_006579,valid,562600,5768,37.435778,-121.913083,1695,67,5.7,3.62,2.67,5.2,0.7,9.5,5.9,18.9,32.5,26,0.8,0.5,0.4,7.9,10.3,55.2,24.2,2,74.5,25.5,98125,102038
id_006580,valid,69900,817,37.416041,-122.07236,472,119,4.7,2.22,3.35,3.2,14,14.8,0,37.1,19.1,5.3,3.4,3.2,1.9,6.8,51.1,18.6,21.6,0,79.6,20.4,62563,73033
id_006581,test,NA,2144,37.42754,-121.970397,534,17,5.4,4,2.61,6.2,5.8,13.3,3,8.1,13.3,19.5,17,13.9,8.2,3.4,26.2,39.9,18.2,4.1,51.1,48.9,83203,98635
id_006582,valid,251100,5242,37.396128,-121.991284,1813,83,4.9,3.04,3.04,1.7,3.1,11.5,6.2,25,21.3,28.8,2.4,0,0.1,17.8,25.2,47.8,3.8,5.3,64.3,35.7,76603,89125
id_006583,valid,510800,5756,37.40107,-122.017999,2603,54,4.1,2.79,2.24,15.8,9.4,26.8,14.3,20.6,5,5.8,2.3,0,14.8,17.2,38.7,21.9,7.3,0,44.4,55.6,89228,108873
id_006584,train,106000,5294,37.402956,-122.00395,2329,58,5.2,2.4,2.15,6.9,17.5,26.3,13,29.3,1.3,1.8,0.2,3.6,3.4,8.4,37,45.6,4.7,0.9,84.2,15.8,73558,83099
id_006585,train,577500,2930,37.395952,-122.001666,787,12,5.5,3.9,3.95,0,2.2,0,0,7.5,24.7,62.3,2.3,1.1,1.7,0,9.1,62.8,24.1,2.3,80.4,19.6,99583,117583
id_006586,train,686700,9530,37.397437,-121.949808,3813,258,3.8,2.64,2.29,34.1,34.6,19.6,6.5,2,0,0,0,3.2,2,26.6,45.5,21.2,3.5,1.1,36.6,63.4,122481,141340
id_006587,train,593200,9741,37.400105,-121.960105,3659,444,4.6,3.24,2.66,6.6,18.9,31.4,6.8,20.5,5.8,4,3.6,2.4,6.6,16.8,29.6,25.3,19,2.6,51.1,48.9,112197,121343
id_006588,train,525900,3898,37.400549,-121.923796,1925,207,3.7,1.9,2.18,1.5,3.7,76.6,15.4,1.7,0.2,0,0,1,0.6,34.6,50.8,13.8,0.2,0,32,68,130343,139682
id_006589,train,587900,4083,37.388619,-121.947238,1015,0,5.8,3.63,3.62,0,0,0,11.2,10.6,69.2,6,3,0,0,0.8,20.7,44.3,29.1,5.1,72.9,27.1,93221,100181
id_006590,test,NA,5254,37.407207,-121.93848,2737,369,3.2,2.44,2.07,35.8,52.5,9.6,2.1,0,0,0,0,0,3.2,49,44.5,3.3,0,0,1.4,98.6,114662,132926
id_006591,train,83000,6256,37.415473,-121.954704,2395,106,4.7,2.9,2.87,2.7,10.1,42.3,17.1,21.1,5.9,0.7,0,0,2.1,13.9,37.8,37.1,9.1,0,57.2,42.8,71662,80215
id_006592,valid,433000,3027,37.362668,-121.912359,1474,64,3.5,1.88,2.17,18.5,23.4,14.3,2,3.1,6.2,11.1,19.1,2.2,11.7,27.4,40.5,15.5,3.3,1.6,43.2,56.8,78051,84974
id_006593,test,NA,5867,37.358222,-121.954237,2199,16,3.8,3.17,3.16,1,3.5,9.6,16,21.6,14.3,16.5,11.4,6.2,3.3,31.9,38.3,20,2.9,3.5,24.9,75.1,53919,72029
id_006594,train,612600,4809,37.346316,-121.932589,1398,147,4.3,2.36,2.58,42.1,8.6,0,1.4,5.1,3.7,9.4,8.6,21.2,4.4,21.3,41.2,22.2,8.7,2.3,51.3,48.7,92468,119286
id_006595,train,535000,4424,37.367906,-121.984879,1386,41,4.8,3.52,3.65,4.3,1.5,0,2.3,9.4,21.7,55.1,4,1.7,3.4,12,23.3,53,5.4,3,48.9,51.1,76797,88866
id_006596,valid,596400,4015,37.361944,-121.972812,1430,86,5.7,2.96,2.9,0,0,7,1.7,23.8,30.1,35.7,1.7,0,1.1,10.4,7.6,47.3,27.8,5.7,81.8,18.2,103625,108943
id_006597,train,588500,5940,37.359404,-121.963136,2229,100,4.2,2.33,3.02,0,4.1,3.9,24.5,17,18.2,26.1,4.3,2.1,2,22.9,49.2,19,4,2.9,33.7,66.3,71076,84486
id_006598,train,621400,3265,37.359325,-121.981023,1092,72,6,2.81,2.57,0.9,0,1.1,3.8,2.3,17.5,73.4,0.9,0,0,0,3,74.4,17,5.6,81.9,18.1,99500,116392
id_006599,valid,655700,5514,37.35948,-121.990372,2138,123,5.2,2.98,2.73,0,9.3,8.3,0.7,16.1,19.3,41.5,3.2,1.5,6,14.1,9.4,54.1,11.9,4.5,58.7,41.3,96086,105999
id_006600,train,541900,5957,37.348904,-121.988705,2629,170,3.8,2.51,2.3,7.5,5.8,7.6,12,29,18.9,11.9,5.7,1.7,3.5,29.4,45.5,9.9,10.3,1.4,28.8,71.2,92630,98354
id_006601,valid,561800,3026,37.346661,-121.972694,1171,145,5,3.04,3.06,0,0,0,20,3.6,15.9,55.9,2.9,1.7,1.8,7.7,31.8,50.3,4.4,4,62.6,37.4,88611,95057
id_006602,train,486900,6595,37.341349,-121.98667,2768,231,4.1,2.27,2.55,1.2,2.7,4.6,12.6,42.8,16.6,15.6,1.6,2.3,3,21.9,47.8,23.5,3.8,0,27.4,72.6,94449,120686
id_006603,test,NA,3911,37.346548,-121.963483,1652,108,5.2,2.34,2.14,0.5,4.7,0.8,4.7,11.4,15.4,45.9,15.1,1.5,0,18.5,18.7,50.8,10.5,1.5,55.4,44.6,69309,105881
id_006604,train,653200,3880,37.349829,-121.944807,1350,95,3.7,2.16,1.92,1.1,6.1,8.8,9.6,15,11.2,8.7,7.3,32.3,11.4,29.9,35.4,15.3,6.1,1.9,20.7,79.3,37844,58906
id_006605,train,640400,5751,37.343162,-121.943698,2447,30,4.1,2.7,2.01,1.3,0,7.4,12.5,5.4,18.3,18.4,13.7,23,4.1,30.1,34.7,23.7,3.4,4.1,38.1,61.9,59149,70760
id_006606,train,616000,3741,37.333258,-121.943659,1595,74,5.5,2.57,2.44,0,0,0.9,1.1,3.3,7,54.6,29.4,3.6,2.4,4.8,20.8,59.2,11.6,1.2,67.1,32.9,94426,114206
id_006607,test,NA,7079,37.33187,-121.957205,3142,123,4.6,2.88,2.03,0.7,1.1,0.4,8.9,24,18.4,36.3,6.6,3.7,6,27.5,21.1,31.8,8.9,4.6,35,65,66432,92427
id_006608,train,604700,4617,37.338335,-121.961725,1868,0,5,2.64,2.03,0,0,1.3,14.7,21.3,13.9,35.5,12.3,1,1.7,20,26,43.3,8.2,0.9,51.4,48.6,100625,105797
id_006609,test,NA,4615,37.334296,-121.984881,1741,26,5.8,2.58,2.87,0,0,1.1,2.2,7.6,53,33.4,2.4,0.4,0.6,6,11.9,51.8,25.4,4.3,65.8,34.2,96083,114009
id_006610,train,660900,3808,37.330268,-121.971254,1624,31,5,2.44,2.44,4.8,3.9,4.2,6.3,32.5,20.5,25,2.8,0,0,11,27.8,45.1,9.1,7.1,71.4,28.6,90958,109753
id_006611,train,776400,4699,37.32685,-121.98585,1736,69,5.2,2.8,2.54,0,0.4,4.8,1,10.7,22.1,57.1,2.2,1.6,0,5.9,22.9,48.9,20.2,2.1,65.1,34.9,116250,123824
id_006612,train,834200,6959,37.300368,-121.990038,2571,79,5.9,2.62,2.56,4.1,2.3,2.4,2.9,9.7,39.4,38.8,0.4,0,2.6,11.1,12.8,39.7,27.3,6.6,68.7,31.3,116944,139484
id_006613,train,520900,6163,37.320126,-121.982513,2512,209,3.5,2.24,2.5,0.6,2.1,2.7,29.9,34.7,22.2,6.1,0,1.8,1.6,39.7,38.4,18.2,0.8,1.2,23.1,76.9,73628,87565
id_006614,test,NA,6064,37.314221,-121.985691,2159,42,5.4,2.48,3.06,0,0,0.6,3.9,25.9,39.8,27.2,1.2,1.3,0,3.5,28,46,15.8,6.6,62,38,75405,96093
id_006615,train,593800,5334,37.31952,-121.963969,2441,116,3.8,2.4,2.23,0.7,2.8,4.8,20.6,31.5,24.9,9,5.2,0.5,1.3,37.7,43.5,13.8,2.9,0.8,26.4,73.6,54576,67313
id_006616,valid,699600,6388,37.309851,-121.95647,2490,117,5.4,2.81,2.11,5.1,3.3,0,12,17.1,23.5,34.1,4.2,0.7,2.4,8.8,22,43.5,20.7,2.6,66.8,33.2,93268,109961
id_006617,train,571000,4958,37.312304,-121.970927,2164,214,3.4,2.75,2.29,1.2,0.4,8.9,18.3,28.1,26.5,13.1,3,0.4,12.7,33.1,36.6,7.8,8.8,1,20.6,79.4,69485,85627
id_006618,train,691900,7191,37.304539,-121.971727,2603,85,4,2.65,2.91,0.4,0.6,4.7,16,26.7,25.8,23.6,2.2,0,0.4,29.3,38.1,16.7,12.7,2.7,23.6,76.4,60508,74938
id_006619,train,741900,4380,37.31554,-121.946508,2121,209,3.6,2.28,2.09,9.1,27.2,11.9,3.8,7.7,21.6,13.7,2.4,2.6,14.9,29.6,24.7,23.1,5.6,2,33.8,66.2,67158,122643
id_006620,train,727500,5733,37.301363,-121.946248,2339,64,3.9,2.8,2.4,0.6,1.7,5.8,8.3,29.2,35.6,15,3.1,0.7,3.3,38.1,26.3,15.3,15.3,1.6,28.1,71.9,60154,79307
id_006621,train,438500,7710,37.298471,-121.95486,2601,191,3.9,2.46,3.03,1.7,3.2,1,14,32.5,27.1,18,1.5,0.9,2,22.9,54.1,18,3,0,24.3,75.7,52257,66145
id_006622,train,523100,3907,37.287227,-121.945131,2007,70,4.2,2.09,1.97,6.2,8.2,16.8,17.2,24.2,5.5,9,5.1,7.8,0.4,11.8,60,18.7,6.4,2.6,49.3,50.7,92153,106890
id_006623,train,664700,6045,37.284587,-121.954081,2745,173,4.1,2.53,2.05,2.4,2.7,3.1,16.3,31.3,17.4,17.4,6.5,2.8,2.3,26.3,42.2,19.2,8.3,1.6,32.1,67.9,66250,81332
id_006624,train,722400,4482,37.292957,-121.981687,1750,82,4.7,3.03,2.24,2,3.5,0.3,3.8,19,29,36.1,6.1,0,7,20.7,20.9,31.1,17.3,3,49.2,50.8,82548,101315
id_006625,valid,697000,4070,37.282166,-121.969748,1420,0,6,2.71,3.49,0,0.6,0.5,2.7,18.9,51.1,22,2.7,1.6,0,0,7,54.6,32,6.4,76.1,23.9,99815,117789
id_006626,train,717900,7324,37.280511,-121.986266,2662,45,5.7,2.74,2.88,2.3,0.6,4.3,2.4,16.3,45,26.4,2.2,0.6,0,2.7,8.7,59.2,27.4,1.9,72.6,27.4,113988,119351
id_006627,valid,647600,3941,37.296961,-121.969589,1570,78,4.6,3.22,2.34,0,0.9,0,1.7,19.4,47.2,22.9,7.8,0,5.7,18.9,26.8,34,13.1,1.6,39.5,60.5,80600,90563
id_006628,train,706000,4453,37.290453,-121.970167,1680,54,5,2.59,2.43,0.6,1.5,0.4,4.9,37.3,29.2,22.3,2.3,1.5,0,14.5,26.3,45.4,13.9,0,47.7,52.3,81667,99318
id_006629,valid,781800,3954,37.271224,-121.978167,1365,28,5.9,2.88,2.71,1.4,2.6,13.1,8.6,18.8,33.8,9.7,8.1,3.7,0,5,12.7,44.5,27,10.8,81.8,18.2,99228,125894
id_006630,train,665200,5455,37.273802,-121.962772,2144,69,5.1,3.05,2.44,0.7,0.8,4.7,12.7,24.9,27.8,18,9.2,1.3,0.5,14.6,30,29.4,19.4,6,59.7,40.3,84626,108978
id_006631,valid,672600,3625,37.26472,-121.968051,1436,124,5.2,2.53,2.85,1.3,0,9.3,11.2,26.1,19.8,16.6,11.6,4,3.7,8.1,21,58.6,6.3,2.3,50.6,49.4,82342,98792
id_006632,train,722400,5237,37.24706,-121.93597,1861,11,5.7,2.74,1.95,0.6,4.3,1.7,6.6,10.2,15.8,58,1.7,1.1,2.5,5.4,16.3,51.8,21.3,2.7,72.6,27.4,110991,121455
id_006633,train,701400,6883,37.242322,-121.912931,2401,38,6.1,2.97,2.85,0.7,1.3,0,5.7,19.5,30.6,39.2,3.1,0,7.1,4.7,6.3,36.2,41.1,4.5,76.7,23.3,110530,119410
id_006634,train,840600,3629,37.239843,-121.933454,1359,59,6.1,2.61,2.46,0,1.5,1.9,4,19.5,49.4,19.9,3.3,0.5,0,0,9.7,54.3,29.6,6.4,81.4,18.6,122232,142301
id_006635,valid,917400,2632,37.251817,-121.964368,1015,53,5.5,2.68,2.86,11.6,8.2,4.1,11,21,20.2,16.2,4.1,3.5,6.9,12.3,17.2,40.6,15.6,7.4,54.4,45.6,126346,148098
id_006636,train,895500,5397,37.333742,-122.049284,1909,107,4.2,2.69,2.58,0.7,2,8.2,19.7,31.7,23.1,11.5,2.5,0.6,0.6,25.8,38.7,17.7,10.8,6.3,43.8,56.2,92625,118812
id_006637,train,930600,4828,37.302857,-122.010198,1649,0,6.4,2.85,3.47,0.5,0,2.2,3.5,27.5,55.3,11,0,0,0,0.5,5.2,45.4,34.9,14,89,11,143750,154539
id_006638,train,816100,5784,37.303077,-122.028785,2237,82,4.6,3.05,2.82,0,0,8.3,9.8,25.3,28.3,23.7,4.1,0.6,6.2,10,32.5,35.4,10.4,5.5,49.4,50.6,113681,120197
id_006639,train,962500,4460,37.302019,-122.019073,1463,0,6,3.21,3.02,2.1,1.2,4.6,3.7,6.6,28.5,48.9,3.5,1,1.7,0,6.4,43.7,38.1,10.1,82.2,17.8,134219,143397
